time,ch0,ch1
00:00:01.001.500,0.0610,-1.5234
00:00:01.001.750,0.0708,-1.5430
00:00:01.002.000,0.0708,-1.5723
00:00:01.002.250,0.0708,-1.6211
00:00:01.002.500,0.0806,-1.6406
00:00:01.002.750,0.0708,-1.6821
00:00:01.003.000,0.1001,-1.7114
00:00:01.003.250,0.1294,-1.7114
00:00:01.003.500,0.1807,-1.6528
00:00:01.003.750,0.1904,-1.5430
00:00:01.004.000,0.2002,-1.4526
00:00:01.004.250,0.2295,-1.3623
00:00:01.004.500,0.2490,-1.2744
00:00:01.004.750,0.2490,-1.1548
00:00:01.005.000,0.2881,-1.0254
00:00:01.005.250,0.3296,-0.8765
00:00:01.005.500,0.3491,-0.7251
00:00:01.005.750,0.3882,-0.5469
00:00:01.006.000,0.3784,-0.4077
00:00:01.006.250,0.4297,-0.2881
00:00:01.006.500,0.4492,-0.1392
00:00:01.006.750,0.4980,0.0000
00:00:01.007.000,0.4980,0.1392
00:00:01.007.250,0.5176,0.2686
00:00:01.007.500,0.5078,0.3687
00:00:01.007.750,0.5078,0.4883
00:00:01.008.000,0.4980,0.5884
00:00:01.008.250,0.4297,0.7080
00:00:01.008.500,0.3882,0.7861
00:00:01.008.750,0.3101,0.8862
00:00:01.009.000,0.3101,0.9668
00:00:01.009.250,0.2295,1.0352
00:00:01.009.500,0.1904,1.1255
00:00:01.009.750,0.1587,1.1841
00:00:01.010.000,0.1294,1.2451
00:00:01.010.250,0.1001,1.3037
00:00:01.010.500,0.0708,1.3550
00:00:01.010.750,0.0806,1.3843
00:00:01.011.000,0.0513,1.4429
00:00:01.011.250,0.0293,1.4648
00:00:01.011.500,0.0293,1.4941
00:00:01.011.750,0.0195,1.5332
00:00:01.012.000,0.0195,1.5527
00:00:01.012.250,0.0098,1.5723
00:00:01.012.500,0.0000,1.6333
00:00:01.012.750,-0.0195,1.6821
00:00:01.013.000,-0.0488,1.7114
00:00:01.013.250,-0.0684,1.7334
00:00:01.013.500,-0.1099,1.6626
00:00:01.013.750,-0.1489,1.5942
00:00:01.014.000,-0.1685,1.5039
00:00:01.014.250,-0.1685,1.3843
00:00:01.014.500,-0.1782,1.2842
00:00:01.014.750,-0.2075,1.1646
00:00:01.015.000,-0.2295,1.0254
00:00:01.015.250,-0.2686,0.8667
00:00:01.015.500,-0.2881,0.7178
00:00:01.015.750,-0.3076,0.5469
00:00:01.016.000,-0.3271,0.3882
00:00:01.016.250,-0.3467,0.2588
00:00:01.016.500,-0.3784,0.1196
00:00:01.016.750,-0.4175,-0.0293
00:00:01.017.000,-0.3979,-0.1587
00:00:01.017.250,-0.4272,-0.2979
00:00:01.017.500,-0.4077,-0.4077
00:00:01.017.750,-0.3882,-0.5273
00:00:01.018.000,-0.3784,-0.6274
00:00:01.018.250,-0.2881,-0.7471
00:00:01.018.500,-0.2393,-0.8252
00:00:01.018.750,-0.1978,-0.9253
00:00:01.019.000,-0.1685,-0.9937
00:00:01.019.250,-0.1099,-1.0840
00:00:01.019.500,-0.0586,-1.1646
00:00:01.019.750,-0.0293,-1.2329
00:00:01.020.000,-0.0195,-1.2842
00:00:01.020.250,0.0000,-1.3232
00:00:01.020.500,0.0195,-1.3818
00:00:01.020.750,0.0293,-1.4331
00:00:01.021.000,0.0610,-1.4722
00:00:01.021.250,0.0610,-1.5112
00:00:01.021.500,0.0513,-1.5332
00:00:01.021.750,0.0610,-1.5625
00:00:01.022.000,0.0806,-1.6016
00:00:01.022.250,0.0903,-1.6406
00:00:01.022.500,0.0708,-1.6626
00:00:01.022.750,0.0903,-1.7114
00:00:01.023.000,0.1196,-1.7603
00:00:01.023.250,0.1489,-1.7603
00:00:01.023.500,0.2100,-1.6821
00:00:01.023.750,0.2197,-1.6113
00:00:01.024.000,0.2393,-1.5332
00:00:01.024.250,0.2686,-1.4233
00:00:01.024.500,0.2686,-1.3037
00:00:01.024.750,0.2783,-1.1646
00:00:01.025.000,0.3101,-1.0449
00:00:01.025.250,0.3394,-0.9058
00:00:01.025.500,0.3784,-0.7349
00:00:01.025.750,0.3882,-0.5664
00:00:01.026.000,0.4077,-0.4175
00:00:01.026.250,0.4297,-0.2979
00:00:01.026.500,0.4688,-0.1294
00:00:01.026.750,0.4785,0.0195
00:00:01.027.000,0.5078,0.1587
00:00:01.027.250,0.4980,0.2881
00:00:01.027.500,0.4883,0.3979
00:00:01.027.750,0.5078,0.5176
00:00:01.028.000,0.4688,0.6274
00:00:01.028.250,0.4175,0.7275
00:00:01.028.500,0.3882,0.8276
00:00:01.028.750,0.3101,0.9155
00:00:01.029.000,0.2490,0.9961
00:00:01.029.250,0.2295,1.0864
00:00:01.029.500,0.1904,1.1548
00:00:01.029.750,0.1489,1.2158
00:00:01.030.000,0.1099,1.2744
00:00:01.030.250,0.0903,1.3232
00:00:01.030.500,0.0513,1.3647
00:00:01.030.750,0.0415,1.3940
00:00:01.031.000,0.0293,1.4526
00:00:01.031.250,0.0415,1.4844
00:00:01.031.500,0.0000,1.5234
00:00:01.031.750,-0.0098,1.5527
00:00:01.032.000,-0.0195,1.5723
00:00:01.032.250,-0.0098,1.6138
00:00:01.032.500,-0.0195,1.6724
00:00:01.032.750,-0.0293,1.7017
00:00:01.033.000,-0.0781,1.7114
00:00:01.033.250,-0.1001,1.7114
00:00:01.033.500,-0.1196,1.6626
00:00:01.033.750,-0.1392,1.5625
00:00:01.034.000,-0.1782,1.5039
00:00:01.034.250,-0.1782,1.3843
00:00:01.034.500,-0.1978,1.2744
00:00:01.034.750,-0.2173,1.1548
00:00:01.035.000,-0.2490,1.0254
00:00:01.035.250,-0.2686,0.8862
00:00:01.035.500,-0.3076,0.6982
00:00:01.035.750,-0.3174,0.5469
00:00:01.036.000,-0.2979,0.3882
00:00:01.036.250,-0.3589,0.2588
00:00:01.036.500,-0.3687,0.1196
00:00:01.036.750,-0.3882,-0.0293
00:00:01.037.000,-0.3979,-0.1782
00:00:01.037.250,-0.4175,-0.3076
00:00:01.037.500,-0.3979,-0.4272
00:00:01.037.750,-0.3784,-0.5371
00:00:01.038.000,-0.3467,-0.6372
00:00:01.038.250,-0.2783,-0.7471
00:00:01.038.500,-0.2075,-0.8545
00:00:01.038.750,-0.1782,-0.9448
00:00:01.039.000,-0.1489,-1.0254
00:00:01.039.250,-0.1099,-1.1133
00:00:01.039.500,-0.0586,-1.1841
00:00:01.039.750,-0.0293,-1.2427
00:00:01.040.000,-0.0195,-1.2842
00:00:01.040.250,-0.0098,-1.3232
00:00:01.040.500,0.0195,-1.3940
00:00:01.040.750,0.0195,-1.4331
00:00:01.041.000,0.0513,-1.4624
00:00:01.041.250,0.0610,-1.5015
00:00:01.041.500,0.0513,-1.5332
00:00:01.041.750,0.0610,-1.5723
00:00:01.042.000,0.0806,-1.6016
00:00:01.042.250,0.0806,-1.6113
00:00:01.042.500,0.0903,-1.6626
00:00:01.042.750,0.1196,-1.7017
00:00:01.043.000,0.1001,-1.7212
00:00:01.043.250,0.1489,-1.7114
00:00:01.043.500,0.1904,-1.6821
00:00:01.043.750,0.2197,-1.6016
00:00:01.044.000,0.2295,-1.5015
00:00:01.044.250,0.2393,-1.3940
00:00:01.044.500,0.2490,-1.2744
00:00:01.044.750,0.2881,-1.1646
00:00:01.045.000,0.2783,-1.0156
00:00:01.045.250,0.3296,-0.8862
00:00:01.045.500,0.3589,-0.7349
00:00:01.045.750,0.3784,-0.5469
00:00:01.046.000,0.3979,-0.3979
00:00:01.046.250,0.4175,-0.2686
00:00:01.046.500,0.4688,-0.1294
00:00:01.046.750,0.4785,0.0098
00:00:01.047.000,0.4980,0.1587
00:00:01.047.250,0.5078,0.2686
00:00:01.047.500,0.4980,0.3882
00:00:01.047.750,0.4980,0.5078
00:00:01.048.000,0.4590,0.6177
00:00:01.048.250,0.4297,0.7275
00:00:01.048.500,0.3687,0.8276
00:00:01.048.750,0.3198,0.8960
00:00:01.049.000,0.2686,0.9961
00:00:01.049.250,0.2100,1.0767
00:00:01.049.500,0.2002,1.1548
00:00:01.049.750,0.1587,1.1938
00:00:01.050.000,0.1099,1.2451
00:00:01.050.250,0.0708,1.3135
00:00:01.050.500,0.0708,1.3550
00:00:01.050.750,0.0415,1.4136
00:00:01.051.000,0.0415,1.4429
00:00:01.051.250,0.0098,1.4746
00:00:01.051.500,0.0000,1.5039
00:00:01.051.750,0.0000,1.5430
00:00:01.052.000,0.0000,1.5820
00:00:01.052.250,-0.0195,1.5942
00:00:01.052.500,-0.0098,1.6333
00:00:01.052.750,-0.0195,1.6626
00:00:01.053.000,-0.0586,1.7114
00:00:01.053.250,-0.0781,1.7017
00:00:01.053.500,-0.1196,1.6528
00:00:01.053.750,-0.1587,1.6138
00:00:01.054.000,-0.1782,1.5039
00:00:01.054.250,-0.1782,1.3940
00:00:01.054.500,-0.1978,1.2744
00:00:01.054.750,-0.2075,1.1450
00:00:01.055.000,-0.2393,1.0352
00:00:01.055.250,-0.2588,0.8862
00:00:01.055.500,-0.2979,0.7178
00:00:01.055.750,-0.2979,0.5371
00:00:01.056.000,-0.3369,0.4077
00:00:01.056.250,-0.3369,0.2490
00:00:01.056.500,-0.3784,0.1099
00:00:01.056.750,-0.3882,-0.0293
00:00:01.057.000,-0.4175,-0.1782
00:00:01.057.250,-0.3979,-0.3076
00:00:01.057.500,-0.3979,-0.4175
00:00:01.057.750,-0.3882,-0.5273
00:00:01.058.000,-0.3467,-0.6470
00:00:01.058.250,-0.2881,-0.7568
00:00:01.058.500,-0.2295,-0.8643
00:00:01.058.750,-0.1782,-0.9448
00:00:01.059.000,-0.1489,-1.0254
00:00:01.059.250,-0.1099,-1.1035
00:00:01.059.500,-0.0586,-1.1841
00:00:01.059.750,-0.0391,-1.2329
00:00:01.060.000,-0.0293,-1.2842
00:00:01.060.250,0.0098,-1.3428
00:00:01.060.500,0.0098,-1.3940
00:00:01.060.750,0.0293,-1.4429
00:00:01.061.000,0.0293,-1.4722
00:00:01.061.250,0.0513,-1.5234
00:00:01.061.500,0.0610,-1.5527
00:00:01.061.750,0.0610,-1.5723
00:00:01.062.000,0.0806,-1.5918
00:00:01.062.250,0.0903,-1.6211
00:00:01.062.500,0.0806,-1.6626
00:00:01.062.750,0.0806,-1.7017
00:00:01.063.000,0.1001,-1.7310
00:00:01.063.250,0.1587,-1.7310
00:00:01.063.500,0.2002,-1.7017
00:00:01.063.750,0.2295,-1.6016
00:00:01.064.000,0.2197,-1.5112
00:00:01.064.250,0.2393,-1.3940
00:00:01.064.500,0.2393,-1.2842
00:00:01.064.750,0.2490,-1.1646
00:00:01.065.000,0.2783,-1.0352
00:00:01.065.250,0.3296,-0.8862
00:00:01.065.500,0.3589,-0.7349
00:00:01.065.750,0.3882,-0.5566
00:00:01.066.000,0.3882,-0.4175
00:00:01.066.250,0.4297,-0.2686
00:00:01.066.500,0.4395,-0.1196
00:00:01.066.750,0.4590,0.0195
00:00:01.067.000,0.4883,0.1489
00:00:01.067.250,0.4980,0.2783
00:00:01.067.500,0.4883,0.3979
00:00:01.067.750,0.4785,0.5078
00:00:01.068.000,0.4590,0.6177
00:00:01.068.250,0.4297,0.7373
00:00:01.068.500,0.3882,0.8276
00:00:01.068.750,0.3198,0.9155
00:00:01.069.000,0.2783,1.0059
00:00:01.069.250,0.2295,1.0767
00:00:01.069.500,0.1807,1.1450
00:00:01.069.750,0.1489,1.2061
00:00:01.070.000,0.1196,1.2646
00:00:01.070.250,0.1099,1.3135
00:00:01.070.500,0.0610,1.3550
00:00:01.070.750,0.0415,1.3940
00:00:01.071.000,0.0513,1.4429
00:00:01.071.250,0.0293,1.4746
00:00:01.071.500,0.0000,1.5039
00:00:01.071.750,0.0000,1.5430
00:00:01.072.000,0.0000,1.5625
00:00:01.072.250,-0.0098,1.6040
00:00:01.072.500,-0.0195,1.6235
00:00:01.072.750,-0.0195,1.6626
00:00:01.073.000,-0.0391,1.6821
00:00:01.073.250,-0.0684,1.6821
00:00:01.073.500,-0.1001,1.6333
00:00:01.073.750,-0.1294,1.5625
00:00:01.074.000,-0.1489,1.4746
00:00:01.074.250,-0.1587,1.3647
00:00:01.074.500,-0.1782,1.2549
00:00:01.074.750,-0.1782,1.1450
00:00:01.075.000,-0.2295,1.0059
00:00:01.075.250,-0.2588,0.8569
00:00:01.075.500,-0.2881,0.7080
00:00:01.075.750,-0.2979,0.5273
00:00:01.076.000,-0.3076,0.3979
00:00:01.076.250,-0.3369,0.2490
00:00:01.076.500,-0.3687,0.1001
00:00:01.076.750,-0.3979,-0.0293
00:00:01.077.000,-0.4175,-0.1587
00:00:01.077.250,-0.4272,-0.2881
00:00:01.077.500,-0.4175,-0.4175
00:00:01.077.750,-0.3979,-0.5273
00:00:01.078.000,-0.3784,-0.6372
00:00:01.078.250,-0.3076,-0.7251
00:00:01.078.500,-0.2393,-0.8350
00:00:01.078.750,-0.1880,-0.9155
00:00:01.079.000,-0.1587,-0.9937
00:00:01.079.250,-0.1196,-1.0742
00:00:01.079.500,-0.0684,-1.1230
00:00:01.079.750,-0.0488,-1.2134
00:00:01.080.000,-0.0195,-1.2744
00:00:01.080.250,-0.0098,-1.3330
00:00:01.080.500,0.0000,-1.3721
00:00:01.080.750,0.0415,-1.4233
00:00:01.081.000,0.0293,-1.4526
00:00:01.081.250,0.0513,-1.5234
00:00:01.081.500,0.0806,-1.5234
00:00:01.081.750,0.1001,-1.5625
00:00:01.082.000,0.0806,-1.5918
00:00:01.082.250,0.0903,-1.6211
00:00:01.082.500,0.0903,-1.6626
00:00:01.082.750,0.1001,-1.6821
00:00:01.083.000,0.1001,-1.7017
00:00:01.083.250,0.1392,-1.7114
00:00:01.083.500,0.1904,-1.6724
00:00:01.083.750,0.2197,-1.6016
00:00:01.084.000,0.2490,-1.5234
00:00:01.084.250,0.2588,-1.4233
00:00:01.084.500,0.2686,-1.2939
00:00:01.084.750,0.2881,-1.1743
00:00:01.085.000,0.2881,-1.0449
00:00:01.085.250,0.3491,-0.8960
00:00:01.085.500,0.3784,-0.7349
00:00:01.085.750,0.3687,-0.5664
00:00:01.086.000,0.3979,-0.4272
00:00:01.086.250,0.4297,-0.2686
00:00:01.086.500,0.4590,-0.1294
00:00:01.086.750,0.4785,0.0000
00:00:01.087.000,0.4980,0.1489
00:00:01.087.250,0.4980,0.2783
00:00:01.087.500,0.4883,0.4077
00:00:01.087.750,0.5078,0.5078
00:00:01.088.000,0.4590,0.6177
00:00:01.088.250,0.4297,0.7275
00:00:01.088.500,0.3784,0.8374
00:00:01.088.750,0.3198,0.9155
00:00:01.089.000,0.2686,1.0059
00:00:01.089.250,0.2295,1.0767
00:00:01.089.500,0.1904,1.1548
00:00:01.089.750,0.1489,1.2158
00:00:01.090.000,0.1196,1.2646
00:00:01.090.250,0.1001,1.3232
00:00:01.090.500,0.0708,1.3647
00:00:01.090.750,0.0513,1.4038
00:00:01.091.000,0.0098,1.4526
00:00:01.091.250,0.0195,1.4941
00:00:01.091.500,0.0000,1.5332
00:00:01.091.750,0.0195,1.5430
00:00:01.092.000,0.0000,1.5820
00:00:01.092.250,-0.0195,1.6040
00:00:01.092.500,-0.0195,1.6431
00:00:01.092.750,-0.0098,1.6724
00:00:01.093.000,-0.0684,1.7236
00:00:01.093.250,-0.0879,1.7114
00:00:01.093.500,-0.1294,1.7114
00:00:01.093.750,-0.1782,1.6235
00:00:01.094.000,-0.2173,1.5137
00:00:01.094.250,-0.1782,1.3940
00:00:01.094.500,-0.1978,1.2939
00:00:01.094.750,-0.2173,1.1646
00:00:01.095.000,-0.2295,1.0352
00:00:01.095.250,-0.2881,0.8765
00:00:01.095.500,-0.3174,0.7178
00:00:01.095.750,-0.3174,0.5371
00:00:01.096.000,-0.3271,0.4077
00:00:01.096.250,-0.3467,0.2588
00:00:01.096.500,-0.3589,0.1001
00:00:01.096.750,-0.4077,-0.0293
00:00:01.097.000,-0.4175,-0.1685
00:00:01.097.250,-0.4175,-0.3076
00:00:01.097.500,-0.4077,-0.4370
00:00:01.097.750,-0.3882,-0.5371
00:00:01.098.000,-0.3467,-0.6470
00:00:01.098.250,-0.2783,-0.7568
00:00:01.098.500,-0.2295,-0.8447
00:00:01.098.750,-0.1685,-0.9546
00:00:01.099.000,-0.1294,-1.0352
00:00:01.099.250,-0.0879,-1.1230
00:00:01.099.500,-0.0391,-1.1841
00:00:01.099.750,-0.0293,-1.2524
00:00:01.100.000,-0.0098,-1.3135
00:00:01.100.250,0.0000,-1.3525
00:00:01.100.500,0.0098,-1.4038
00:00:01.100.750,0.0415,-1.4331
00:00:01.101.000,0.0610,-1.4819
00:00:01.101.250,0.0415,-1.5015
00:00:01.101.500,0.0610,-1.5527
00:00:01.101.750,0.0806,-1.5820
00:00:01.102.000,0.0806,-1.6016
00:00:01.102.250,0.0806,-1.6528
00:00:01.102.500,0.1099,-1.6724
00:00:01.102.750,0.1099,-1.7212
00:00:01.103.000,0.1196,-1.7505
00:00:01.103.250,0.1807,-1.7505
00:00:01.103.500,0.2100,-1.6626
00:00:01.103.750,0.2295,-1.5918
00:00:01.104.000,0.2295,-1.4819
00:00:01.104.250,0.2295,-1.3818
00:00:01.104.500,0.2490,-1.2646
00:00:01.104.750,0.2686,-1.1548
00:00:01.105.000,0.3003,-1.0156
00:00:01.105.250,0.3198,-0.8643
00:00:01.105.500,0.3491,-0.7153
00:00:01.105.750,0.3784,-0.5469
00:00:01.106.000,0.3882,-0.3979
00:00:01.106.250,0.4175,-0.2588
00:00:01.106.500,0.4590,-0.1196
00:00:01.106.750,0.4785,0.0195
00:00:01.107.000,0.5078,0.1489
00:00:01.107.250,0.4883,0.2783
00:00:01.107.500,0.4980,0.4077
00:00:01.107.750,0.4883,0.4883
00:00:01.108.000,0.4785,0.6274
00:00:01.108.250,0.4297,0.7178
00:00:01.108.500,0.3687,0.8179
00:00:01.108.750,0.3101,0.8960
00:00:01.109.000,0.2783,0.9863
00:00:01.109.250,0.2393,1.0767
00:00:01.109.500,0.1807,1.1353
00:00:01.109.750,0.1587,1.2061
00:00:01.110.000,0.1099,1.2744
00:00:01.110.250,0.1001,1.3135
00:00:01.110.500,0.0610,1.3647
00:00:01.110.750,0.0513,1.4136
00:00:01.111.000,0.0415,1.4526
00:00:01.111.250,0.0098,1.4941
00:00:01.111.500,0.0195,1.5234
00:00:01.111.750,-0.0098,1.5527
00:00:01.112.000,-0.0195,1.5723
00:00:01.112.250,-0.0391,1.6138
00:00:01.112.500,-0.0293,1.6528
00:00:01.112.750,-0.0195,1.6919
00:00:01.113.000,-0.0781,1.7236
00:00:01.113.250,-0.0879,1.7627
00:00:01.113.500,-0.1782,1.7334
00:00:01.113.750,-0.1880,1.6235
00:00:01.114.000,-0.1880,1.5527
00:00:01.114.250,-0.2173,1.4526
00:00:01.114.500,-0.2393,1.3354
00:00:01.114.750,-0.2588,1.2354
00:00:01.115.000,-0.2881,1.0962
00:00:01.115.250,-0.2979,0.9473
00:00:01.115.500,-0.3369,0.7666
00:00:01.115.750,-0.3271,0.5884
00:00:01.116.000,-0.3369,0.4077
00:00:01.116.250,-0.3882,0.2686
00:00:01.116.500,-0.3882,0.1001
00:00:01.116.750,-0.3979,-0.0293
00:00:01.117.000,-0.3979,-0.1880
00:00:01.117.250,-0.4370,-0.3369
00:00:01.117.500,-0.3979,-0.4663
00:00:01.117.750,-0.3784,-0.5762
00:00:01.118.000,-0.3369,-0.7056
00:00:01.118.250,-0.2979,-0.7959
00:00:01.118.500,-0.2173,-0.9253
00:00:01.118.750,-0.1489,-1.0156
00:00:01.119.000,-0.1196,-1.1133
00:00:01.119.250,-0.0879,-1.1743
00:00:01.119.500,-0.0293,-1.2231
00:00:01.119.750,-0.0098,-1.3037
00:00:01.120.000,0.0000,-1.3330
00:00:01.120.250,0.0195,-1.3940
00:00:01.120.500,0.0513,-1.4331
00:00:01.120.750,0.0513,-1.4722
00:00:01.121.000,0.0513,-1.5112
00:00:01.121.250,0.0610,-1.5332
00:00:01.121.500,0.0806,-1.5527
00:00:01.121.750,0.0903,-1.5918
00:00:01.122.000,0.0806,-1.6211
00:00:01.122.250,0.0708,-1.6528
00:00:01.122.500,0.0903,-1.6724
00:00:01.122.750,0.0806,-1.7017
00:00:01.123.000,0.1099,-1.7310
00:00:01.123.250,0.1392,-1.7407
00:00:01.123.500,0.2197,-1.7017
00:00:01.123.750,0.2197,-1.5918
00:00:01.124.000,0.2197,-1.5015
00:00:01.124.250,0.2393,-1.3940
00:00:01.124.500,0.2686,-1.2744
00:00:01.124.750,0.2686,-1.1646
00:00:01.125.000,0.3101,-1.0449
00:00:01.125.250,0.3394,-0.8862
00:00:01.125.500,0.3589,-0.7153
00:00:01.125.750,0.3882,-0.5469
00:00:01.126.000,0.3882,-0.4077
00:00:01.126.250,0.4077,-0.2588
00:00:01.126.500,0.4492,-0.1196
00:00:01.126.750,0.4688,0.0195
00:00:01.127.000,0.4883,0.1392
00:00:01.127.250,0.4883,0.3003
00:00:01.127.500,0.4785,0.4077
00:00:01.127.750,0.4883,0.5176
00:00:01.128.000,0.4688,0.6177
00:00:01.128.250,0.4077,0.7373
00:00:01.128.500,0.3687,0.8276
00:00:01.128.750,0.3101,0.9253
00:00:01.129.000,0.2783,1.0059
00:00:01.129.250,0.2197,1.0962
00:00:01.129.500,0.1807,1.1646
00:00:01.129.750,0.1392,1.2256
00:00:01.130.000,0.1099,1.2744
00:00:01.130.250,0.0708,1.3232
00:00:01.130.500,0.0513,1.3745
00:00:01.130.750,0.0610,1.4233
00:00:01.131.000,0.0415,1.4526
00:00:01.131.250,-0.0098,1.4844
00:00:01.131.500,0.0195,1.5137
00:00:01.131.750,0.0000,1.5625
00:00:01.132.000,-0.0098,1.5723
00:00:01.132.250,-0.0293,1.6040
00:00:01.132.500,-0.0195,1.6431
00:00:01.132.750,-0.0293,1.6724
00:00:01.133.000,-0.0391,1.6821
00:00:01.133.250,-0.0879,1.6724
00:00:01.133.500,-0.4272,1.5820
00:00:01.133.750,-0.1294,1.5332
00:00:01.134.000,-0.1489,1.4331
00:00:01.134.250,-0.1685,1.3354
00:00:01.134.500,-0.1685,1.2549
00:00:01.134.750,-0.1880,1.1255
00:00:01.135.000,-0.2295,0.9863
00:00:01.135.250,-0.2588,0.8472
00:00:01.135.500,-0.2979,0.6885
00:00:01.135.750,-0.2881,0.5273
00:00:01.136.000,-0.3369,0.3687
00:00:01.136.250,-0.3467,0.2295
00:00:01.136.500,-0.3687,0.0806
00:00:01.136.750,-0.3979,-0.0488
00:00:01.137.000,-0.4175,-0.1685
00:00:01.137.250,-0.4370,-0.2783
00:00:01.137.500,-0.4175,-0.4175
00:00:01.137.750,-0.4077,-0.5176
00:00:01.138.000,-0.3687,-0.6372
00:00:01.138.250,-0.3174,-0.7153
00:00:01.138.500,-0.2686,-0.8154
00:00:01.138.750,-0.2295,-0.9155
00:00:01.139.000,-0.1587,-0.9937
00:00:01.139.250,-0.1489,-1.0645
00:00:01.139.500,-0.1099,-1.1353
00:00:01.139.750,-0.0488,-1.1938
00:00:01.140.000,-0.0391,-1.2744
00:00:01.140.250,-0.0293,-1.3330
00:00:01.140.500,0.0098,-1.3623
00:00:01.140.750,0.0098,-1.4233
00:00:01.141.000,0.0195,-1.4429
00:00:01.141.250,0.0415,-1.4917
00:00:01.141.500,0.0610,-1.5332
00:00:01.141.750,0.0610,-1.5625
00:00:01.142.000,0.0708,-1.6016
00:00:01.142.250,0.0708,-1.6113
00:00:01.142.500,0.0903,-1.6406
00:00:01.142.750,0.1001,-1.6724
00:00:01.143.000,0.1001,-1.7017
00:00:01.143.250,0.1294,-1.6821
00:00:01.143.500,0.1807,-1.6211
00:00:01.143.750,0.1807,-1.5332
00:00:01.144.000,0.1807,-1.4429
00:00:01.144.250,0.2100,-1.3525
00:00:01.144.500,0.2490,-1.2427
00:00:01.144.750,0.2588,-1.1230
00:00:01.145.000,0.3003,-0.9937
00:00:01.145.250,0.3101,-0.8545
00:00:01.145.500,0.3296,-0.6860
00:00:01.145.750,0.3687,-0.5371
00:00:01.146.000,0.3882,-0.3882
00:00:01.146.250,0.4175,-0.2588
00:00:01.146.500,0.4590,-0.1196
00:00:01.146.750,0.4785,0.0098
00:00:01.147.000,0.4980,0.1489
00:00:01.147.250,0.4980,0.2686
00:00:01.147.500,0.4980,0.3784
00:00:01.147.750,0.4980,0.4883
00:00:01.148.000,0.4688,0.5884
00:00:01.148.250,0.4175,0.6763
00:00:01.148.500,0.3882,0.7959
00:00:01.148.750,0.3198,0.8765
00:00:01.149.000,0.2783,0.9570
00:00:01.149.250,0.2197,1.0352
00:00:01.149.500,0.2100,1.1060
00:00:01.149.750,0.1709,1.1743
00:00:01.150.000,0.1294,1.2256
00:00:01.150.250,0.1001,1.2939
00:00:01.150.500,0.0903,1.3354
00:00:01.150.750,0.0708,1.3843
00:00:01.151.000,0.0708,1.4331
00:00:01.151.250,0.0513,1.4648
00:00:01.151.500,0.0195,1.5039
00:00:01.151.750,0.0098,1.5234
00:00:01.152.000,0.0195,1.5625
00:00:01.152.250,-0.0293,1.5723
00:00:01.152.500,-0.0195,1.6235
00:00:01.152.750,-0.0293,1.6528
00:00:01.153.000,-0.0684,1.6724
00:00:01.153.250,-0.0586,1.6626
00:00:01.153.500,-0.3271,1.6235
00:00:01.153.750,-0.1489,1.5820
00:00:01.154.000,-0.1782,1.4844
00:00:01.154.250,-0.1685,1.3940
00:00:01.154.500,-0.2295,1.2939
00:00:01.154.750,-0.2295,1.1646
00:00:01.155.000,-0.2490,1.0254
00:00:01.155.250,-0.2686,0.8765
00:00:01.155.500,-0.3174,0.6982
00:00:01.155.750,-0.3271,0.5371
00:00:01.156.000,-0.3369,0.3882
00:00:01.156.250,-0.3687,0.2393
00:00:01.156.500,-0.3882,0.1001
00:00:01.156.750,-0.3979,-0.0293
00:00:01.157.000,-0.4077,-0.1782
00:00:01.157.250,-0.4272,-0.2979
00:00:01.157.500,-0.3979,-0.4175
00:00:01.157.750,-0.3979,-0.5371
00:00:01.158.000,-0.3467,-0.6567
00:00:01.158.250,-0.2979,-0.7471
00:00:01.158.500,-0.2393,-0.8545
00:00:01.158.750,-0.1880,-0.9448
00:00:01.159.000,-0.1587,-1.0156
00:00:01.159.250,-0.1001,-1.0938
00:00:01.159.500,-0.0781,-1.1743
00:00:01.159.750,-0.0391,-1.2329
00:00:01.160.000,-0.0098,-1.2939
00:00:01.160.250,0.0000,-1.3428
00:00:01.160.500,0.0195,-1.3940
00:00:01.160.750,0.0415,-1.4429
00:00:01.161.000,0.0415,-1.4722
00:00:01.161.250,0.0610,-1.4917
00:00:01.161.500,0.0708,-1.5332
00:00:01.161.750,0.0708,-1.5820
00:00:01.162.000,0.0903,-1.6113
00:00:01.162.250,0.0708,-1.6406
00:00:01.162.500,0.0903,-1.6821
00:00:01.162.750,0.0903,-1.7310
00:00:01.163.000,0.1294,-1.7505
00:00:01.163.250,0.1587,-1.7505
00:00:01.163.500,0.2002,-1.7017
00:00:01.163.750,0.2197,-1.5820
00:00:01.164.000,0.2295,-1.4819
00:00:01.164.250,0.2490,-1.3721
00:00:01.164.500,0.2588,-1.2744
00:00:01.164.750,0.2686,-1.1548
00:00:01.165.000,0.3003,-1.0059
00:00:01.165.250,0.3198,-0.8643
00:00:01.165.500,0.3589,-0.7056
00:00:01.165.750,0.3687,-0.5371
00:00:01.166.000,0.3882,-0.3979
00:00:01.166.250,0.4175,-0.2588
00:00:01.166.500,0.4395,-0.1196
00:00:01.166.750,0.4688,0.0195
00:00:01.167.000,0.4688,0.1489
00:00:01.167.250,0.4980,0.3003
00:00:01.167.500,0.5078,0.3979
00:00:01.167.750,0.5176,0.4980
00:00:01.168.000,0.4590,0.6274
00:00:01.168.250,0.4395,0.7080
00:00:01.168.500,0.3784,0.8179
