time,ch0,ch1
00:00:00.500.250,0.0293,-1.4233
00:00:00.500.500,0.0708,-1.4819
00:00:00.500.750,0.0610,-1.5234
00:00:00.501.000,0.0708,-1.5625
00:00:00.501.250,0.0903,-1.6211
00:00:00.501.500,0.1001,-1.6406
00:00:00.501.750,0.1294,-1.6821
00:00:00.502.000,0.1196,-1.7212
00:00:00.502.250,0.1489,-1.7700
00:00:00.502.500,0.1489,-1.8018
00:00:00.502.750,0.1294,-1.8311
00:00:00.503.000,0.1489,-1.8604
00:00:00.503.250,0.1807,-1.8701
00:00:00.503.500,0.2295,-1.8408
00:00:00.503.750,0.2295,-1.7310
00:00:00.504.000,0.2588,-1.6309
00:00:00.504.250,0.2588,-1.5112
00:00:00.504.500,0.2881,-1.4038
00:00:00.504.750,0.3003,-1.2842
00:00:00.505.000,0.3198,-1.1450
00:00:00.505.250,0.3394,-1.0156
00:00:00.505.500,0.3784,-0.8447
00:00:00.505.750,0.3784,-0.6665
00:00:00.506.000,0.3979,-0.4980
00:00:00.506.250,0.3979,-0.3467
00:00:00.506.500,0.4590,-0.1880
00:00:00.506.750,0.4785,-0.0488
00:00:00.507.000,0.4785,0.1099
00:00:00.507.250,0.4980,0.2393
00:00:00.507.500,0.4883,0.3882
00:00:00.507.750,0.4785,0.4980
00:00:00.508.000,0.4492,0.6274
00:00:00.508.250,0.4395,0.7373
00:00:00.508.500,0.3687,0.8374
00:00:00.508.750,0.2881,0.9351
00:00:00.509.000,0.2490,1.0254
00:00:00.509.250,0.1904,1.1157
00:00:00.509.500,0.1807,1.1841
00:00:00.509.750,0.1392,1.2646
00:00:00.510.000,0.1099,1.3354
00:00:00.510.250,0.0610,1.3940
00:00:00.510.500,0.0415,1.4429
00:00:00.510.750,0.0195,1.4941
00:00:00.511.000,-0.0098,1.5527
00:00:00.511.250,-0.0391,1.6040
00:00:00.511.500,-0.0488,1.6333
00:00:00.511.750,-0.0488,1.6626
00:00:00.512.000,-0.0586,1.6919
00:00:00.512.250,-0.0684,1.7236
00:00:00.512.500,-0.0586,1.7822
00:00:00.512.750,-0.0781,1.8213
00:00:00.513.000,-0.1196,1.8628
00:00:00.513.250,-0.1587,1.9116
00:00:00.513.500,-0.1978,1.8823
00:00:00.513.750,-0.1978,1.7627
00:00:00.514.000,-0.2173,1.6431
00:00:00.514.250,-0.2295,1.5430
00:00:00.514.500,-0.2490,1.4233
00:00:00.514.750,-0.2490,1.3135
00:00:00.515.000,-0.2881,1.1646
00:00:00.515.250,-0.2979,0.9961
00:00:00.515.500,-0.3369,0.8472
00:00:00.515.750,-0.3369,0.6763
00:00:00.516.000,-0.3784,0.5078
00:00:00.516.250,-0.3589,0.3491
00:00:00.516.500,-0.3979,0.1904
00:00:00.516.750,-0.4272,0.0293
00:00:00.517.000,-0.4077,-0.1294
00:00:00.517.250,-0.4175,-0.2783
00:00:00.517.500,-0.3979,-0.4370
00:00:00.517.750,-0.3784,-0.5566
00:00:00.518.000,-0.3467,-0.6763
00:00:00.518.250,-0.2783,-0.7959
00:00:00.518.500,-0.2173,-0.9253
00:00:00.518.750,-0.1587,-1.0156
00:00:00.519.000,-0.1196,-1.1035
00:00:00.519.250,-0.0684,-1.2134
00:00:00.519.500,-0.0293,-1.2744
00:00:00.519.750,0.0000,-1.3428
00:00:00.520.000,0.0195,-1.4038
00:00:00.520.250,0.0610,-1.4624
00:00:00.520.500,0.0610,-1.5112
00:00:00.520.750,0.1001,-1.5625
00:00:00.521.000,0.0708,-1.6016
00:00:00.521.250,0.1001,-1.6406
00:00:00.521.500,0.1294,-1.6821
00:00:00.521.750,0.1392,-1.7114
00:00:00.522.000,0.1489,-1.7603
00:00:00.522.250,0.1489,-1.7920
00:00:00.522.500,0.1489,-1.8115
00:00:00.522.750,0.1489,-1.8408
00:00:00.523.000,0.1489,-1.8701
00:00:00.523.250,0.1807,-1.8701
00:00:00.523.500,0.2295,-1.8311
00:00:00.523.750,0.2295,-1.7212
00:00:00.524.000,0.2490,-1.6211
00:00:00.524.250,0.2783,-1.5234
00:00:00.524.500,0.2881,-1.4038
00:00:00.524.750,0.3003,-1.2842
00:00:00.525.000,0.3296,-1.1548
00:00:00.525.250,0.3687,-1.0059
00:00:00.525.500,0.3882,-0.8447
00:00:00.525.750,0.3979,-0.6665
00:00:00.526.000,0.3979,-0.4883
00:00:00.526.250,0.4297,-0.3467
00:00:00.526.500,0.4492,-0.1978
00:00:00.526.750,0.4883,-0.0293
00:00:00.527.000,0.5078,0.1099
00:00:00.527.250,0.4883,0.2686
00:00:00.527.500,0.4883,0.3882
00:00:00.527.750,0.4883,0.5176
00:00:00.528.000,0.4492,0.6372
00:00:00.528.250,0.4395,0.7471
00:00:00.528.500,0.3784,0.8374
00:00:00.528.750,0.3003,0.9473
00:00:00.529.000,0.2490,1.0254
00:00:00.529.250,0.2002,1.1255
00:00:00.529.500,0.1392,1.2061
00:00:00.529.750,0.1099,1.2744
00:00:00.530.000,0.0903,1.3452
00:00:00.530.250,0.0610,1.3940
00:00:00.530.500,0.0293,1.4526
00:00:00.530.750,0.0000,1.4941
00:00:00.531.000,0.0000,1.5430
00:00:00.531.250,-0.0293,1.6040
00:00:00.531.500,-0.0293,1.6333
00:00:00.531.750,-0.0684,1.6821
00:00:00.532.000,-0.0781,1.7114
00:00:00.532.250,-0.0684,1.7334
00:00:00.532.500,-0.0684,1.7822
00:00:00.532.750,-0.1001,1.8311
00:00:00.533.000,-0.1294,1.8726
00:00:00.533.250,-0.1489,1.8726
00:00:00.533.500,-0.1782,1.8311
00:00:00.533.750,-0.1685,1.7334
00:00:00.534.000,-0.2173,1.6138
00:00:00.534.250,-0.2075,1.5039
00:00:00.534.500,-0.2393,1.3940
00:00:00.534.750,-0.2588,1.2744
00:00:00.535.000,-0.2588,1.1353
00:00:00.535.250,-0.3076,0.9961
00:00:00.535.500,-0.3271,0.8179
00:00:00.535.750,-0.3369,0.6372
00:00:00.536.000,-0.3369,0.4883
00:00:00.536.250,-0.3687,0.3296
00:00:00.536.500,-0.3784,0.1904
00:00:00.536.750,-0.3979,0.0195
00:00:00.537.000,-0.4175,-0.1294
00:00:00.537.250,-0.4272,-0.2686
00:00:00.537.500,-0.4175,-0.4175
00:00:00.537.750,-0.3687,-0.5469
00:00:00.538.000,-0.3687,-0.6567
00:00:00.538.250,-0.2979,-0.7764
00:00:00.538.500,-0.2393,-0.8960
00:00:00.538.750,-0.1782,-0.9839
00:00:00.539.000,-0.1294,-1.0840
00:00:00.539.250,-0.0781,-1.1743
00:00:00.539.500,-0.0586,-1.2524
00:00:00.539.750,-0.0098,-1.3135
00:00:00.540.000,0.0195,-1.3818
00:00:00.540.250,0.0098,-1.4429
00:00:00.540.500,0.0610,-1.4917
00:00:00.540.750,0.0708,-1.5332
00:00:00.541.000,0.0708,-1.5723
00:00:00.541.250,0.1001,-1.6113
00:00:00.541.500,0.1099,-1.6626
00:00:00.541.750,0.1099,-1.6919
00:00:00.542.000,0.1196,-1.7310
00:00:00.542.250,0.1489,-1.7603
00:00:00.542.500,0.1392,-1.8115
00:00:00.542.750,0.1489,-1.8311
00:00:00.543.000,0.1587,-1.8604
00:00:00.543.250,0.1904,-1.8604
00:00:00.543.500,0.2393,-1.8506
00:00:00.543.750,0.2783,-1.7505
00:00:00.544.000,0.2686,-1.6211
00:00:00.544.250,0.2686,-1.5332
00:00:00.544.500,0.2881,-1.3940
00:00:00.544.750,0.3003,-1.2842
00:00:00.545.000,0.3198,-1.1548
00:00:00.545.250,0.3491,-0.9937
00:00:00.545.500,0.3784,-0.8252
00:00:00.545.750,0.3882,-0.6567
00:00:00.546.000,0.3979,-0.4883
00:00:00.546.250,0.4077,-0.3271
00:00:00.546.500,0.4590,-0.1978
00:00:00.546.750,0.4492,-0.0488
00:00:00.547.000,0.4590,0.1196
00:00:00.547.250,0.4883,0.2588
00:00:00.547.500,0.4590,0.3882
00:00:00.547.750,0.4590,0.5176
00:00:00.548.000,0.4395,0.6470
00:00:00.548.250,0.4175,0.7471
00:00:00.548.500,0.3589,0.8472
00:00:00.548.750,0.3003,0.9351
00:00:00.549.000,0.2393,1.0352
00:00:00.549.250,0.1904,1.1157
00:00:00.549.500,0.1587,1.2158
00:00:00.549.750,0.1392,1.2646
00:00:00.550.000,0.0806,1.3452
00:00:00.550.250,0.0513,1.3940
00:00:00.550.500,0.0415,1.4526
00:00:00.550.750,0.0000,1.5137
00:00:00.551.000,0.0000,1.5625
00:00:00.551.250,-0.0098,1.6138
00:00:00.551.500,-0.0488,1.6431
00:00:00.551.750,-0.0684,1.6626
00:00:00.552.000,-0.0586,1.7114
00:00:00.552.250,-0.0586,1.7236
00:00:00.552.500,-0.0781,1.7725
00:00:00.552.750,-0.0781,1.8115
00:00:00.553.000,-0.0879,1.8408
00:00:00.553.250,-0.1587,1.8530
00:00:00.553.500,-0.1685,1.8213
00:00:00.553.750,-0.2075,1.7432
00:00:00.554.000,-0.2173,1.6138
00:00:00.554.250,-0.2173,1.5137
00:00:00.554.500,-0.2295,1.3940
00:00:00.554.750,-0.2075,1.2744
00:00:00.555.000,-0.2686,1.1353
00:00:00.555.250,-0.2979,0.9863
00:00:00.555.500,-0.3076,0.8179
00:00:00.555.750,-0.3369,0.6372
00:00:00.556.000,-0.3369,0.4785
00:00:00.556.250,-0.3687,0.3296
00:00:00.556.500,-0.3589,0.1587
00:00:00.556.750,-0.3882,0.0098
00:00:00.557.000,-0.4077,-0.1294
00:00:00.557.250,-0.4175,-0.2881
00:00:00.557.500,-0.4077,-0.4175
00:00:00.557.750,-0.3882,-0.5469
00:00:00.558.000,-0.3467,-0.6665
00:00:00.558.250,-0.2881,-0.7861
00:00:00.558.500,-0.2295,-0.8960
00:00:00.558.750,-0.1880,-1.0059
00:00:00.559.000,-0.1294,-1.0938
00:00:00.559.250,-0.0684,-1.1646
00:00:00.559.500,-0.0488,-1.2427
00:00:00.559.750,-0.0195,-1.3330
00:00:00.560.000,0.0000,-1.3721
00:00:00.560.250,0.0195,-1.4429
00:00:00.560.500,0.0610,-1.4819
00:00:00.560.750,0.0513,-1.5234
00:00:00.561.000,0.0903,-1.5918
00:00:00.561.250,0.0903,-1.6211
00:00:00.561.500,0.1196,-1.6724
00:00:00.561.750,0.1294,-1.7017
00:00:00.562.000,0.1392,-1.7407
00:00:00.562.250,0.1392,-1.7700
00:00:00.562.500,0.1709,-1.8115
00:00:00.562.750,0.1392,-1.8408
00:00:00.563.000,0.1489,-1.8506
00:00:00.563.250,0.1807,-1.8506
00:00:00.563.500,0.2393,-1.8213
00:00:00.563.750,0.2686,-1.7114
00:00:00.564.000,0.2686,-1.6113
00:00:00.564.250,0.2686,-1.5112
00:00:00.564.500,0.2881,-1.4038
00:00:00.564.750,0.3101,-1.2744
00:00:00.565.000,0.3198,-1.1450
00:00:00.565.250,0.3491,-1.0059
00:00:00.565.500,0.3687,-0.8252
00:00:00.565.750,0.4077,-0.6763
00:00:00.566.000,0.3979,-0.4883
00:00:00.566.250,0.4297,-0.3369
00:00:00.566.500,0.4688,-0.1880
00:00:00.566.750,0.4688,-0.0293
00:00:00.567.000,0.4785,0.1196
00:00:00.567.250,0.4883,0.2686
00:00:00.567.500,0.4785,0.3882
00:00:00.567.750,0.4688,0.5176
00:00:00.568.000,0.4395,0.6470
00:00:00.568.250,0.4077,0.7373
00:00:00.568.500,0.3687,0.8667
00:00:00.568.750,0.2881,0.9570
00:00:00.569.000,0.2295,1.0449
00:00:00.569.250,0.2002,1.1353
00:00:00.569.500,0.1587,1.2256
00:00:00.569.750,0.1099,1.2646
00:00:00.570.000,0.0806,1.3452
00:00:00.570.250,0.0415,1.4038
00:00:00.570.500,0.0195,1.4648
00:00:00.570.750,0.0000,1.5137
00:00:00.571.000,-0.0195,1.5723
00:00:00.571.250,-0.0488,1.6724
00:00:00.571.500,-0.0684,1.7114
00:00:00.571.750,-0.0879,1.7432
00:00:00.572.000,-0.0879,1.7822
00:00:00.572.250,-0.1196,1.8115
00:00:00.572.500,-0.1001,1.8530
00:00:00.572.750,-0.0781,1.8311
00:00:00.573.000,-0.1196,1.8726
00:00:00.573.250,-0.1392,1.8726
00:00:00.573.500,-0.1587,1.8115
00:00:00.573.750,-0.1978,1.7529
00:00:00.574.000,-0.2295,1.6138
00:00:00.574.250,-0.2295,1.5234
00:00:00.574.500,-0.2393,1.3940
00:00:00.574.750,-0.2393,1.2549
00:00:00.575.000,-0.2588,1.1450
00:00:00.575.250,-0.2783,0.9863
00:00:00.575.500,-0.2979,0.8179
00:00:00.575.750,-0.3174,0.6470
00:00:00.576.000,-0.3369,0.4590
00:00:00.576.250,-0.3467,0.3296
00:00:00.576.500,-0.3979,0.1709
00:00:00.576.750,-0.3784,0.0098
00:00:00.577.000,-0.4077,-0.1392
00:00:00.577.250,-0.4175,-0.2783
00:00:00.577.500,-0.4077,-0.4175
00:00:00.577.750,-0.3589,-0.5273
00:00:00.578.000,-0.3589,-0.6470
00:00:00.578.250,-0.2979,-0.7568
00:00:00.578.500,-0.2490,-0.8643
00:00:00.578.750,-0.1685,-0.9741
00:00:00.579.000,-0.1196,-1.0547
00:00:00.579.250,-0.0781,-1.1548
00:00:00.579.500,-0.0293,-1.2329
00:00:00.579.750,-0.0195,-1.3135
00:00:00.580.000,0.0098,-1.3623
00:00:00.580.250,0.0293,-1.4526
00:00:00.580.500,0.0610,-1.4917
00:00:00.580.750,0.0903,-1.5430
00:00:00.581.000,0.1001,-1.5918
00:00:00.581.250,0.0903,-1.6309
00:00:00.581.500,0.1196,-1.6724
00:00:00.581.750,0.1489,-1.7114
00:00:00.582.000,0.1587,-1.7505
00:00:00.582.250,0.1489,-1.7822
00:00:00.582.500,0.1587,-1.8213
00:00:00.582.750,0.1709,-1.8506
00:00:00.583.000,0.1587,-1.8701
00:00:00.583.250,0.1904,-1.8701
00:00:00.583.500,0.2393,-1.8408
00:00:00.583.750,0.2686,-1.7700
00:00:00.584.000,0.2783,-1.6406
00:00:00.584.250,0.2783,-1.5234
00:00:00.584.500,0.2881,-1.4233
00:00:00.584.750,0.3198,-1.2842
00:00:00.585.000,0.3198,-1.1548
00:00:00.585.250,0.3394,-1.0059
00:00:00.585.500,0.3784,-0.8252
00:00:00.585.750,0.4077,-0.6470
00:00:00.586.000,0.4077,-0.4883
00:00:00.586.250,0.4297,-0.3271
00:00:00.586.500,0.4590,-0.1782
00:00:00.586.750,0.4785,-0.0391
00:00:00.587.000,0.4883,0.1099
00:00:00.587.250,0.4980,0.2686
00:00:00.587.500,0.4883,0.3882
00:00:00.587.750,0.4785,0.5078
00:00:00.588.000,0.4590,0.6372
00:00:00.588.250,0.3979,0.7471
00:00:00.588.500,0.3687,0.8374
00:00:00.588.750,0.3101,0.9473
00:00:00.589.000,0.2490,1.0352
00:00:00.589.250,0.2100,1.1157
00:00:00.589.500,0.1709,1.2061
00:00:00.589.750,0.1196,1.2744
00:00:00.590.000,0.0903,1.3354
00:00:00.590.250,0.0415,1.4038
00:00:00.590.500,0.0415,1.4526
00:00:00.590.750,0.0195,1.5039
00:00:00.591.000,-0.0098,1.5625
00:00:00.591.250,-0.0488,1.5942
00:00:00.591.500,-0.0586,1.6431
00:00:00.591.750,-0.0586,1.6724
00:00:00.592.000,-0.0781,1.7114
00:00:00.592.250,-0.0684,1.7529
00:00:00.592.500,-0.0684,1.7822
00:00:00.592.750,-0.0586,1.8311
00:00:00.593.000,-0.1294,1.8628
00:00:00.593.250,-0.1587,1.8823
00:00:00.593.500,-0.1782,1.8408
00:00:00.593.750,-0.1978,1.7529
00:00:00.594.000,-0.1978,1.6138
00:00:00.594.250,-0.2173,1.5039
00:00:00.594.500,-0.2295,1.3843
00:00:00.594.750,-0.2490,1.2646
00:00:00.595.000,-0.2588,1.1450
00:00:00.595.250,-0.2881,0.9863
00:00:00.595.500,-0.3076,0.8057
00:00:00.595.750,-0.3467,0.6372
00:00:00.596.000,-0.3467,0.4883
00:00:00.596.250,-0.3467,0.3296
00:00:00.596.500,-0.3784,0.1587
00:00:00.596.750,-0.3979,0.0195
00:00:00.597.000,-0.3882,-0.1294
00:00:00.597.250,-0.4175,-0.2686
00:00:00.597.500,-0.3882,-0.4077
00:00:00.597.750,-0.3687,-0.5566
00:00:00.598.000,-0.3467,-0.6567
00:00:00.598.250,-0.2783,-0.7666
00:00:00.598.500,-0.2393,-0.8643
00:00:00.598.750,-0.1782,-0.9546
00:00:00.599.000,-0.1099,-1.0742
00:00:00.599.250,-0.1001,-1.1548
00:00:00.599.500,-0.0488,-1.2427
00:00:00.599.750,0.0000,-1.3037
00:00:00.600.000,0.0098,-1.3818
00:00:00.600.250,0.0513,-1.4429
00:00:00.600.500,0.0513,-1.4917
00:00:00.600.750,0.0708,-1.5430
00:00:00.601.000,0.0806,-1.5820
00:00:00.601.250,0.1099,-1.6211
00:00:00.601.500,0.1099,-1.6626
00:00:00.601.750,0.1392,-1.7017
00:00:00.602.000,0.1392,-1.7505
00:00:00.602.250,0.1489,-1.7700
00:00:00.602.500,0.1489,-1.8018
00:00:00.602.750,0.1489,-1.8506
00:00:00.603.000,0.1587,-1.8701
00:00:00.603.250,0.1709,-1.8799
00:00:00.603.500,0.2295,-1.8311
00:00:00.603.750,0.2686,-1.7212
00:00:00.604.000,0.2588,-1.6113
00:00:00.604.250,0.2490,-1.5015
00:00:00.604.500,0.2881,-1.4038
00:00:00.604.750,0.3101,-1.2646
00:00:00.605.000,0.3296,-1.1450
00:00:00.605.250,0.3491,-0.9937
00:00:00.605.500,0.3784,-0.8154
00:00:00.605.750,0.3979,-0.6470
00:00:00.606.000,0.4077,-0.5078
00:00:00.606.250,0.4297,-0.3271
00:00:00.606.500,0.4688,-0.1782
00:00:00.606.750,0.4785,-0.0391
00:00:00.607.000,0.5078,0.1196
00:00:00.607.250,0.4980,0.2588
00:00:00.607.500,0.4883,0.3882
00:00:00.607.750,0.4883,0.5078
00:00:00.608.000,0.4590,0.5981
00:00:00.608.250,0.4297,0.7373
00:00:00.608.500,0.3979,0.8276
00:00:00.608.750,0.3198,0.9351
00:00:00.609.000,0.2783,1.0156
00:00:00.609.250,0.2002,1.1060
00:00:00.609.500,0.1709,1.1938
00:00:00.609.750,0.1392,1.2549
00:00:00.610.000,0.1099,1.3232
00:00:00.610.250,0.0513,1.4038
00:00:00.610.500,0.0293,1.4526
00:00:00.610.750,0.0195,1.4941
00:00:00.611.000,0.0000,1.5527
00:00:00.611.250,-0.0391,1.6040
00:00:00.611.500,-0.0391,1.6431
00:00:00.611.750,-0.0586,1.6724
00:00:00.612.000,-0.0391,1.7017
00:00:00.612.250,-0.0781,1.7334
00:00:00.612.500,-0.0586,1.7822
00:00:00.612.750,-0.0684,1.8311
00:00:00.613.000,-0.1196,1.8530
00:00:00.613.250,-0.1880,1.9312
00:00:00.613.500,-0.2075,1.8628
00:00:00.613.750,-0.2075,1.7529
00:00:00.614.000,-0.2173,1.6333
00:00:00.614.250,-0.2295,1.5332
00:00:00.614.500,-0.2686,1.4136
00:00:00.614.750,-0.2588,1.2842
00:00:00.615.000,-0.2588,1.1450
00:00:00.615.250,-0.2881,1.0059
00:00:00.615.500,-0.3174,0.8276
00:00:00.615.750,-0.3369,0.6372
00:00:00.616.000,-0.3271,0.4492
00:00:00.616.250,-0.3687,0.3101
00:00:00.616.500,-0.3784,0.1709
00:00:00.616.750,-0.3979,0.0000
00:00:00.617.000,-0.4175,-0.1392
00:00:00.617.250,-0.4175,-0.2783
00:00:00.617.500,-0.3979,-0.4272
00:00:00.617.750,-0.3784,-0.5469
00:00:00.618.000,-0.3369,-0.6567
00:00:00.618.250,-0.2979,-0.7764
00:00:00.618.500,-0.2490,-0.8765
00:00:00.618.750,-0.1685,-0.9937
00:00:00.619.000,-0.1196,-1.0742
00:00:00.619.250,-0.0781,-1.1743
00:00:00.619.500,-0.0488,-1.2524
00:00:00.619.750,0.0000,-1.3232
00:00:00.620.000,0.0293,-1.3940
00:00:00.620.250,0.0610,-1.4624
00:00:00.620.500,0.0806,-1.5112
00:00:00.620.750,0.0903,-1.5723
00:00:00.621.000,0.0806,-1.6113
00:00:00.621.250,0.1099,-1.6406
00:00:00.621.500,0.1196,-1.6919
00:00:00.621.750,0.1294,-1.7212
00:00:00.622.000,0.1489,-1.7700
00:00:00.622.250,0.1587,-1.7920
00:00:00.622.500,0.1587,-1.8311
00:00:00.622.750,0.1709,-1.8506
00:00:00.623.000,0.1709,-1.8799
00:00:00.623.250,0.2100,-1.8604
00:00:00.623.500,0.2295,-1.8311
00:00:00.623.750,0.2588,-1.7114
00:00:00.624.000,0.2588,-1.6016
00:00:00.624.250,0.2783,-1.4917
00:00:00.624.500,0.2881,-1.4038
00:00:00.624.750,0.3198,-1.2744
00:00:00.625.000,0.3296,-1.1450
00:00:00.625.250,0.3491,-0.9839
00:00:00.625.500,0.3882,-0.8154
00:00:00.625.750,0.3882,-0.6372
00:00:00.626.000,0.4077,-0.4761
00:00:00.626.250,0.4175,-0.3271
00:00:00.626.500,0.4492,-0.1782
00:00:00.626.750,0.4785,-0.0293
00:00:00.627.000,0.4980,0.1294
00:00:00.627.250,0.4883,0.2686
00:00:00.627.500,0.4785,0.3979
00:00:00.627.750,0.4980,0.5176
00:00:00.628.000,0.4590,0.6372
00:00:00.628.250,0.4175,0.7373
00:00:00.628.500,0.3687,0.8569
00:00:00.628.750,0.3101,0.9351
00:00:00.629.000,0.2295,1.0449
00:00:00.629.250,0.1904,1.1255
00:00:00.629.500,0.1709,1.1938
00:00:00.629.750,0.1392,1.2646
00:00:00.630.000,0.0806,1.3232
00:00:00.630.250,0.0415,1.4038
00:00:00.630.500,0.0293,1.4526
00:00:00.630.750,0.0098,1.5137
00:00:00.631.000,-0.0098,1.5527
00:00:00.631.250,-0.0391,1.6138
00:00:00.631.500,-0.0391,1.6431
00:00:00.631.750,-0.0488,1.6821
00:00:00.632.000,-0.0879,1.7114
00:00:00.632.250,-0.0781,1.7334
00:00:00.632.500,-0.0684,1.7725
00:00:00.632.750,-0.0879,1.8213
00:00:00.633.000,-0.1196,1.8628
00:00:00.633.250,-0.1392,1.8726
00:00:00.633.500,-0.1978,1.8530
00:00:00.633.750,-0.1978,1.7334
00:00:00.634.000,-0.2173,1.6235
00:00:00.634.250,-0.2295,1.5137
00:00:00.634.500,-0.2490,1.3940
00:00:00.634.750,-0.2490,1.2744
00:00:00.635.000,-0.2588,1.1353
00:00:00.635.250,-0.2979,0.9961
00:00:00.635.500,-0.3174,0.8057
00:00:00.635.750,-0.3369,0.6372
00:00:00.636.000,-0.3589,0.4590
00:00:00.636.250,-0.3589,0.3101
00:00:00.636.500,-0.3784,0.1587
00:00:00.636.750,-0.4077,0.0098
00:00:00.637.000,-0.3979,-0.1489
00:00:00.637.250,-0.4175,-0.2881
00:00:00.637.500,-0.4175,-0.4077
00:00:00.637.750,-0.3784,-0.5469
00:00:00.638.000,-0.3467,-0.6567
00:00:00.638.250,-0.2979,-0.7568
00:00:00.638.500,-0.2588,-0.8765
00:00:00.638.750,-0.1685,-0.9937
00:00:00.639.000,-0.1294,-1.0938
00:00:00.639.250,-0.1001,-1.1548
00:00:00.639.500,-0.0391,-1.2427
00:00:00.639.750,0.0000,-1.3232
00:00:00.640.000,0.0195,-1.4038
00:00:00.640.250,0.0415,-1.4722
00:00:00.640.500,0.0610,-1.5015
00:00:00.640.750,0.1001,-1.5625
00:00:00.641.000,0.1001,-1.6016
00:00:00.641.250,0.1196,-1.6309
00:00:00.641.500,0.1196,-1.6724
00:00:00.641.750,0.1294,-1.7212
00:00:00.642.000,0.1489,-1.7505
00:00:00.642.250,0.1489,-1.7700
00:00:00.642.500,0.1587,-1.7920
00:00:00.642.750,0.1489,-1.8311
00:00:00.643.000,0.1489,-1.8506
00:00:00.643.250,0.1807,-1.8408
00:00:00.643.500,0.1709,-1.6309
00:00:00.643.750,0.1807,-1.5723
00:00:00.644.000,0.2100,-1.5015
00:00:00.644.250,0.2197,-1.4038
00:00:00.644.500,0.2393,-1.2842
00:00:00.644.750,0.2588,-1.1841
00:00:00.645.000,0.2881,-1.0645
00:00:00.645.250,0.3101,-0.9253
00:00:00.645.500,0.3296,-0.7666
00:00:00.645.750,0.3784,-0.6055
00:00:00.646.000,0.3784,-0.4468
00:00:00.646.250,0.4175,-0.3076
00:00:00.646.500,0.4492,-0.1587
00:00:00.646.750,0.4590,-0.0195
00:00:00.647.000,0.4883,0.1196
00:00:00.647.250,0.4980,0.2393
00:00:00.647.500,0.4688,0.3687
00:00:00.647.750,0.4883,0.4688
00:00:00.648.000,0.4883,0.5884
00:00:00.648.250,0.4395,0.6885
00:00:00.648.500,0.3882,0.7959
00:00:00.648.750,0.3394,0.8765
00:00:00.649.000,0.2686,0.9570
00:00:00.649.250,0.2490,1.0352
00:00:00.649.500,0.2100,1.1255
00:00:00.649.750,0.1709,1.1743
00:00:00.650.000,0.1392,1.2549
00:00:00.650.250,0.1099,1.3037
00:00:00.650.500,0.0903,1.3647
00:00:00.650.750,0.0415,1.4233
00:00:00.651.000,0.0195,1.4746
00:00:00.651.250,0.0098,1.5039
00:00:00.651.500,-0.0098,1.5625
00:00:00.651.750,-0.0195,1.6138
00:00:00.652.000,-0.0391,1.6528
00:00:00.652.250,-0.0586,1.6919
00:00:00.652.500,-0.0684,1.7334
00:00:00.652.750,-0.0488,1.7432
00:00:00.653.000,-0.0684,1.7725
00:00:00.653.250,-0.1099,1.7920
00:00:00.653.500,-0.1294,1.7334
00:00:00.653.750,-0.1782,1.6431
00:00:00.654.000,-0.1782,1.5625
00:00:00.654.250,-0.2075,1.4746
00:00:00.654.500,-0.2295,1.3745
00:00:00.654.750,-0.2490,1.2451
00:00:00.655.000,-0.2588,1.1255
00:00:00.655.250,-0.2881,0.9570
00:00:00.655.500,-0.3174,0.7959
00:00:00.655.750,-0.3369,0.6177
00:00:00.656.000,-0.3076,0.4688
00:00:00.656.250,-0.3369,0.3101
00:00:00.656.500,-0.3979,0.1709
00:00:00.656.750,-0.4077,0.0195
00:00:00.657.000,-0.3882,-0.1392
00:00:00.657.250,-0.4272,-0.2783
00:00:00.657.500,-0.3979,-0.4175
00:00:00.657.750,-0.3687,-0.5469
00:00:00.658.000,-0.3369,-0.6470
00:00:00.658.250,-0.3076,-0.7471
00:00:00.658.500,-0.2490,-0.8545
00:00:00.658.750,-0.1782,-0.9351
00:00:00.659.000,-0.1392,-1.0352
00:00:00.659.250,-0.0879,-1.1230
00:00:00.659.500,-0.0684,-1.1938
00:00:00.659.750,-0.0098,-1.2524
00:00:00.660.000,0.0000,-1.3135
00:00:00.660.250,0.0195,-1.3623
00:00:00.660.500,0.0293,-1.4136
00:00:00.660.750,0.0415,-1.4722
00:00:00.661.000,0.0513,-1.5234
00:00:00.661.250,0.0708,-1.5723
00:00:00.661.500,0.0806,-1.6113
00:00:00.661.750,0.1001,-1.6406
00:00:00.662.000,0.1196,-1.6626
00:00:00.662.250,0.1196,-1.6309
00:00:00.662.500,0.1099,-1.6528
00:00:00.662.750,0.0903,-1.6919
00:00:00.663.000,0.1001,-1.7407
00:00:00.663.250,0.1196,-1.7114
00:00:00.663.500,0.1709,-1.6919
00:00:00.663.750,0.2002,-1.5918
00:00:00.664.000,0.2197,-1.5234
00:00:00.664.250,0.2295,-1.4233
00:00:00.664.500,0.2490,-1.3135
00:00:00.664.750,0.2686,-1.2036
00:00:00.665.000,0.3003,-1.0742
00:00:00.665.250,0.3296,-0.9351
00:00:00.665.500,0.3784,-0.7764
00:00:00.665.750,0.3687,-0.6055
00:00:00.666.000,0.3784,-0.4663
00:00:00.666.250,0.4175,-0.3174
00:00:00.666.500,0.4688,-0.1685
00:00:00.666.750,0.4688,-0.0195
00:00:00.667.000,0.4980,0.1196
