time,ch0,ch1
00:00:00.667.332,-0.0391,1.6919
00:00:00.667.665,-0.1099,1.7627
00:00:00.667.998,-0.1489,1.7114
00:00:00.668.331,-0.1880,1.5942
00:00:00.668.664,-0.1978,1.4526
00:00:00.668.997,-0.2075,1.2939
00:00:00.669.330,-0.2393,1.1255
00:00:00.669.663,-0.2783,0.9570
00:00:00.669.996,-0.2979,0.7178
00:00:00.670.329,-0.3174,0.4980
00:00:00.670.662,-0.3369,0.3101
00:00:00.670.995,-0.3589,0.1001
00:00:00.671.328,-0.3882,-0.0684
00:00:00.671.661,-0.3979,-0.2588
00:00:00.671.994,-0.3784,-0.4370
00:00:00.672.327,-0.3369,-0.5762
00:00:00.672.660,-0.2881,-0.7349
00:00:00.672.993,-0.2173,-0.8545
00:00:00.673.326,-0.1587,-0.9644
00:00:00.673.659,-0.1099,-1.0938
00:00:00.673.992,-0.0684,-1.1938
00:00:00.674.325,0.0000,-1.2744
00:00:00.674.658,0.0293,-1.3428
00:00:00.674.991,0.0098,-1.4038
00:00:00.675.324,0.0903,-1.4722
00:00:00.675.657,0.0806,-1.5112
00:00:00.675.990,0.1001,-1.5625
00:00:00.676.323,0.1099,-1.6016
00:00:00.676.656,0.1099,-1.6528
00:00:00.676.989,0.1196,-1.7017
00:00:00.677.322,0.1294,-1.7700
00:00:00.677.655,0.1807,-1.8115
00:00:00.677.988,0.2393,-1.7212
00:00:00.678.321,0.2295,-1.5820
00:00:00.678.654,0.2490,-1.4331
00:00:00.678.987,0.2783,-1.2939
00:00:00.679.320,0.2783,-1.1450
00:00:00.679.653,0.3101,-0.9546
00:00:00.679.986,0.3687,-0.7349
00:00:00.680.319,0.3687,-0.5078
00:00:00.680.652,0.4175,-0.3271
00:00:00.680.985,0.4395,-0.1294
00:00:00.681.318,0.4395,0.0513
00:00:00.681.651,0.4688,0.2393
00:00:00.681.984,0.4590,0.4077
00:00:00.682.317,0.4590,0.5469
00:00:00.682.650,0.4175,0.6885
00:00:00.682.983,0.3687,0.8276
00:00:00.683.316,0.2783,0.9351
00:00:00.683.649,0.2100,1.0352
00:00:00.683.982,0.1587,1.1548
00:00:00.684.315,0.1294,1.2354
00:00:00.684.648,0.0708,1.3232
00:00:00.684.981,0.0415,1.3647
00:00:00.685.314,0.0098,1.4331
00:00:00.685.647,-0.0098,1.5137
00:00:00.685.980,-0.0098,1.5430
00:00:00.686.313,-0.0391,1.5942
00:00:00.686.646,-0.0488,1.6333
00:00:00.686.979,-0.0488,1.6821
00:00:00.687.312,-0.0586,1.7627
00:00:00.687.645,-0.1196,1.8018
00:00:00.687.978,-0.1587,1.7334
00:00:00.688.311,-0.1782,1.5942
00:00:00.688.644,-0.2173,1.4648
00:00:00.688.977,-0.1978,1.3135
00:00:00.689.310,-0.2295,1.1548
00:00:00.689.643,-0.2588,0.9570
00:00:00.689.976,-0.2979,0.7373
00:00:00.690.309,-0.3174,0.5176
00:00:00.690.642,-0.3271,0.3003
00:00:00.690.975,-0.3589,0.1196
00:00:00.691.308,-0.3882,-0.0684
00:00:00.691.641,-0.3784,-0.2490
00:00:00.691.974,-0.3784,-0.4175
00:00:00.692.307,-0.3271,-0.5664
00:00:00.692.640,-0.2783,-0.7153
00:00:00.692.973,-0.2173,-0.8545
00:00:00.693.306,-0.1489,-0.9741
00:00:00.693.639,-0.1196,-1.0840
00:00:00.693.972,-0.0488,-1.1938
00:00:00.694.305,0.0000,-1.2842
00:00:00.694.638,0.0098,-1.3525
00:00:00.694.971,0.0513,-1.4136
00:00:00.695.304,0.0610,-1.4722
00:00:00.695.637,0.0903,-1.5234
00:00:00.695.970,0.0903,-1.5820
00:00:00.696.303,0.0903,-1.6113
00:00:00.696.636,0.1294,-1.6528
00:00:00.696.969,0.1392,-1.6821
00:00:00.697.302,0.1294,-1.7407
00:00:00.697.635,0.1294,-1.7700
00:00:00.697.968,0.2197,-1.7310
00:00:00.698.301,0.2588,-1.6016
00:00:00.698.634,0.2783,-1.4624
00:00:00.698.967,0.2783,-1.3232
00:00:00.699.300,0.2881,-1.1646
00:00:00.699.633,0.3198,-0.9741
00:00:00.699.966,0.3491,-0.7666
00:00:00.700.299,0.4077,-0.5273
00:00:00.700.632,0.3882,-0.3467
00:00:00.700.965,0.4175,-0.1489
00:00:00.701.298,0.4688,0.0293
00:00:00.701.631,0.4590,0.2393
00:00:00.701.964,0.4688,0.3979
00:00:00.702.297,0.4395,0.5469
00:00:00.702.630,0.4175,0.6885
00:00:00.702.963,0.3491,0.8276
00:00:00.703.296,0.2783,0.9351
00:00:00.703.629,0.2295,1.0547
00:00:00.703.962,0.1807,1.1646
00:00:00.704.295,0.1196,1.2451
00:00:00.704.628,0.0708,1.3354
00:00:00.704.961,0.0415,1.3940
00:00:00.705.294,0.0098,1.4526
00:00:00.705.627,-0.0195,1.5039
00:00:00.705.960,-0.0293,1.5527
00:00:00.706.293,-0.0586,1.5820
00:00:00.706.626,-0.0586,1.6235
00:00:00.706.959,-0.0391,1.6528
00:00:00.707.292,-0.0586,1.7236
00:00:00.707.625,-0.1196,1.7627
00:00:00.707.958,-0.1392,1.7529
00:00:00.708.291,-0.1880,1.6138
00:00:00.708.624,-0.1880,1.4526
00:00:00.708.957,-0.2295,1.3232
00:00:00.709.290,-0.2490,1.1646
00:00:00.709.623,-0.2588,0.9766
00:00:00.709.956,-0.2979,0.7568
00:00:00.710.289,-0.2979,0.5273
00:00:00.710.622,-0.3174,0.3296
00:00:00.710.955,-0.3687,0.1392
00:00:00.711.288,-0.3882,-0.0488
00:00:00.711.621,-0.3882,-0.2295
00:00:00.711.954,-0.3784,-0.4077
00:00:00.712.287,-0.3369,-0.5469
00:00:00.712.620,-0.3076,-0.6860
00:00:00.712.953,-0.2295,-0.8447
00:00:00.713.286,-0.1489,-0.9644
00:00:00.713.619,-0.1001,-1.0742
00:00:00.713.952,-0.0488,-1.1841
00:00:00.714.285,-0.0098,-1.2744
00:00:00.714.618,0.0098,-1.3428
00:00:00.714.951,0.0513,-1.4038
00:00:00.715.284,0.0513,-1.4722
00:00:00.715.617,0.0806,-1.5234
00:00:00.715.950,0.1001,-1.5723
00:00:00.716.283,0.1196,-1.6016
00:00:00.716.616,0.1196,-1.6406
00:00:00.716.949,0.1294,-1.6821
00:00:00.717.282,0.1392,-1.7310
00:00:00.717.615,0.1709,-1.7822
00:00:00.717.948,0.2295,-1.7505
00:00:00.718.281,0.2295,-1.6113
00:00:00.718.614,0.2686,-1.4917
00:00:00.718.947,0.2881,-1.3330
00:00:00.719.280,0.3101,-1.1743
00:00:00.719.613,0.3101,-0.9937
00:00:00.719.946,0.3589,-0.7861
00:00:00.720.279,0.3882,-0.5469
00:00:00.720.612,0.3784,-0.3467
00:00:00.720.945,0.4297,-0.1782
00:00:00.721.278,0.4492,0.0415
00:00:00.721.611,0.4590,0.2197
00:00:00.721.944,0.4688,0.3784
00:00:00.722.277,0.4395,0.5371
00:00:00.722.610,0.4077,0.6885
00:00:00.722.943,0.3491,0.8179
00:00:00.723.276,0.2686,0.9473
00:00:00.723.609,0.2197,1.0547
00:00:00.723.942,0.1709,1.1450
00:00:00.724.275,0.1196,1.2451
00:00:00.724.608,0.0708,1.3037
00:00:00.724.941,0.0513,1.3843
00:00:00.725.274,0.0098,1.4429
00:00:00.725.607,-0.0098,1.5039
00:00:00.725.940,-0.0195,1.5625
00:00:00.726.273,-0.0293,1.5820
00:00:00.726.606,-0.0391,1.6138
00:00:00.726.939,-0.0488,1.6821
00:00:00.727.272,-0.0586,1.7236
00:00:00.727.605,-0.0879,1.7432
00:00:00.727.938,-0.1489,1.7822
00:00:00.728.271,-0.2173,1.6333
00:00:00.728.604,-0.1978,1.4941
00:00:00.728.937,-0.2295,1.3550
00:00:00.729.270,-0.2393,1.1841
00:00:00.729.603,-0.2588,0.9961
00:00:00.729.936,-0.3076,0.7764
00:00:00.730.269,-0.3174,0.5591
00:00:00.730.602,-0.3174,0.3394
00:00:00.730.935,-0.3467,0.1392
00:00:00.731.268,-0.3467,-0.0488
00:00:00.731.601,-0.3784,-0.2295
00:00:00.731.934,-0.3784,-0.4077
00:00:00.732.267,-0.3589,-0.5664
00:00:00.732.600,-0.2881,-0.7056
00:00:00.732.933,-0.2295,-0.8447
00:00:00.733.266,-0.1392,-0.9741
00:00:00.733.599,-0.1099,-1.0840
00:00:00.733.932,-0.0586,-1.2036
00:00:00.734.265,0.0000,-1.2842
00:00:00.734.598,0.0293,-1.3623
00:00:00.734.931,0.0415,-1.4038
00:00:00.735.264,0.0610,-1.4722
00:00:00.735.597,0.0806,-1.5332
00:00:00.735.930,0.1099,-1.5820
00:00:00.736.263,0.1196,-1.6309
00:00:00.736.596,0.1294,-1.6626
00:00:00.736.929,0.1392,-1.7017
00:00:00.737.262,0.1392,-1.7407
00:00:00.737.595,0.1489,-1.7407
00:00:00.737.928,0.2197,-1.7212
00:00:00.738.261,0.2490,-1.6016
00:00:00.738.594,0.2588,-1.4819
00:00:00.738.927,0.2686,-1.3330
00:00:00.739.260,0.2783,-1.1646
00:00:00.739.593,0.3003,-0.9839
00:00:00.739.926,0.3491,-0.7861
00:00:00.740.259,0.3784,-0.5566
00:00:00.740.592,0.3882,-0.3589
00:00:00.740.925,0.4175,-0.1685
00:00:00.741.258,0.4297,0.0098
00:00:00.741.591,0.4785,0.2002
00:00:00.741.924,0.4785,0.3687
00:00:00.742.257,0.4590,0.5176
00:00:00.742.590,0.4297,0.6567
00:00:00.742.923,0.3784,0.8057
00:00:00.743.256,0.3003,0.9155
00:00:00.743.589,0.2393,1.0254
00:00:00.743.922,0.1807,1.1353
00:00:00.744.255,0.1392,1.2158
00:00:00.744.588,0.0806,1.2939
00:00:00.744.921,0.0293,1.3745
00:00:00.745.254,0.0195,1.4233
00:00:00.745.587,-0.0098,1.4746
00:00:00.745.920,0.0098,1.5137
00:00:00.746.253,-0.0293,1.5625
00:00:00.746.586,-0.0391,1.6040
00:00:00.746.919,-0.0488,1.6431
00:00:00.747.252,-0.0391,1.6919
00:00:00.747.585,-0.0684,1.7236
00:00:00.747.918,-0.1196,1.7017
00:00:00.748.251,-0.1587,1.5820
00:00:00.748.584,-0.1782,1.4526
00:00:00.748.917,-0.1880,1.2939
00:00:00.749.250,-0.2295,1.1646
00:00:00.749.583,-0.2490,0.9863
00:00:00.749.916,-0.2783,0.7764
00:00:00.750.249,-0.3076,0.5469
00:00:00.750.582,-0.3174,0.3394
00:00:00.750.915,-0.3271,0.1709
00:00:00.751.248,-0.3687,-0.0293
00:00:00.751.581,-0.3784,-0.2075
00:00:00.751.914,-0.3687,-0.3687
00:00:00.752.247,-0.3687,-0.5371
00:00:00.752.580,-0.3174,-0.6763
00:00:00.752.913,-0.2173,-0.7959
00:00:00.753.246,-0.1685,-0.9253
00:00:00.753.579,-0.1196,-1.0449
00:00:00.753.912,-0.0879,-1.1450
00:00:00.754.245,-0.0195,-1.2329
00:00:00.754.578,0.0098,-1.3037
00:00:00.754.911,0.0293,-1.3721
00:00:00.755.244,0.0415,-1.4429
00:00:00.755.577,0.0708,-1.4917
00:00:00.755.910,0.0708,-1.5332
00:00:00.756.243,0.1001,-1.5723
00:00:00.756.576,0.1001,-1.5820
00:00:00.756.909,0.1099,-1.6309
00:00:00.757.242,0.1099,-1.7017
00:00:00.757.575,0.1392,-1.7505
00:00:00.757.908,0.2002,-1.7310
00:00:00.758.241,0.2197,-1.6211
00:00:00.758.574,0.2490,-1.4917
00:00:00.758.907,0.2686,-1.3428
00:00:00.759.240,0.2783,-1.1841
00:00:00.759.573,0.3198,-1.0059
00:00:00.759.906,0.3589,-0.8057
00:00:00.760.239,0.3784,-0.5859
00:00:00.760.572,0.3882,-0.3687
00:00:00.760.905,0.4395,-0.1782
00:00:00.761.238,0.4590,0.0000
00:00:00.761.571,0.4785,0.1709
00:00:00.761.904,0.4785,0.3589
00:00:00.762.237,0.4590,0.5078
00:00:00.762.570,0.4175,0.6567
00:00:00.762.903,0.3589,0.7959
00:00:00.763.236,0.3198,0.9058
00:00:00.763.569,0.2393,1.0156
00:00:00.763.902,0.1807,1.1255
00:00:00.764.235,0.1489,1.2061
00:00:00.764.568,0.0903,1.2842
00:00:00.764.901,0.0610,1.3647
00:00:00.765.234,0.0195,1.4136
00:00:00.765.567,0.0098,1.4746
00:00:00.765.900,-0.0098,1.5137
00:00:00.766.233,-0.0195,1.5723
00:00:00.766.566,-0.0488,1.6040
00:00:00.766.899,-0.0488,1.6528
00:00:00.767.232,-0.0488,1.7529
00:00:00.767.565,-0.1294,1.8115
00:00:00.767.898,-0.1685,1.8018
00:00:00.768.231,-0.1880,1.6724
00:00:00.768.564,-0.2173,1.5332
00:00:00.768.897,-0.2173,1.3843
00:00:00.769.230,-0.2490,1.2256
00:00:00.769.563,-0.2588,1.0449
00:00:00.769.896,-0.3076,0.8374
00:00:00.770.229,-0.3369,0.5884
00:00:00.770.562,-0.3174,0.3784
00:00:00.770.895,-0.3467,0.1904
00:00:00.771.228,-0.3784,-0.0098
00:00:00.771.561,-0.3784,-0.1978
00:00:00.771.894,-0.3784,-0.3784
00:00:00.772.227,-0.3589,-0.5469
00:00:00.772.560,-0.3076,-0.6958
00:00:00.772.893,-0.2490,-0.8350
00:00:00.773.226,-0.1587,-0.9741
00:00:00.773.559,-0.1001,-1.0840
00:00:00.773.892,-0.0488,-1.1841
00:00:00.774.225,0.0000,-1.2842
00:00:00.774.558,0.0415,-1.3623
00:00:00.774.891,0.0415,-1.4429
00:00:00.775.224,0.0708,-1.4819
00:00:00.775.557,0.0708,-1.5332
00:00:00.775.890,0.1001,-1.5820
00:00:00.776.223,0.1196,-1.6211
00:00:00.776.556,0.1196,-1.6821
00:00:00.776.889,0.1392,-1.6626
00:00:00.777.222,0.1099,-1.6919
00:00:00.777.555,0.1099,-1.7114
00:00:00.777.888,0.1709,-1.6626
00:00:00.778.221,0.2490,-1.5625
00:00:00.778.554,0.2295,-1.4526
00:00:00.778.887,0.2490,-1.3037
00:00:00.779.220,0.2588,-1.1548
00:00:00.779.553,0.2783,-0.9937
00:00:00.779.886,0.3491,-0.7959
00:00:00.780.219,0.3687,-0.5664
00:00:00.780.552,0.3784,-0.3784
00:00:00.780.885,0.4077,-0.1978
00:00:00.781.218,0.4492,-0.0098
00:00:00.781.551,0.4883,0.1709
00:00:00.781.884,0.4785,0.3394
00:00:00.782.217,0.4785,0.4883
00:00:00.782.550,0.4590,0.6177
00:00:00.782.883,0.3784,0.7568
00:00:00.783.216,0.3296,0.8667
00:00:00.783.549,0.2393,0.9863
00:00:00.783.882,0.2002,1.0864
00:00:00.784.215,0.1392,1.1743
00:00:00.784.548,0.1099,1.2451
00:00:00.784.881,0.0806,1.3037
00:00:00.785.214,0.0513,1.3745
00:00:00.785.547,0.0293,1.4038
00:00:00.785.880,0.0000,1.4648
00:00:00.786.213,0.0000,1.4941
00:00:00.786.546,-0.0098,1.5234
00:00:00.786.879,-0.0098,1.5723
00:00:00.787.212,-0.0195,1.6040
00:00:00.787.545,-0.0488,1.6333
00:00:00.787.878,-0.0781,1.6040
00:00:00.788.211,-0.0684,1.4746
00:00:00.788.544,-0.1392,1.3745
00:00:00.788.877,-0.1587,1.2549
00:00:00.789.210,-0.1587,1.1157
00:00:00.789.543,-0.1978,0.9473
00:00:00.789.876,-0.2393,0.7666
00:00:00.790.209,-0.2783,0.5371
00:00:00.790.542,-0.2783,0.3491
00:00:00.790.875,-0.3467,0.1709
00:00:00.791.208,-0.3784,-0.0098
00:00:00.791.541,-0.3589,-0.1782
00:00:00.791.874,-0.3784,-0.3369
00:00:00.792.207,-0.3784,-0.4761
00:00:00.792.540,-0.3589,-0.6055
00:00:00.792.873,-0.2783,-0.7349
00:00:00.793.206,-0.2075,-0.8643
00:00:00.793.539,-0.1587,-0.9546
00:00:00.793.872,-0.1099,-1.0742
00:00:00.794.205,-0.0684,-1.1548
00:00:00.794.538,-0.0195,-1.2427
00:00:00.794.871,0.0098,-1.3037
00:00:00.795.204,0.0098,-1.3525
00:00:00.795.537,0.0415,-1.4233
00:00:00.795.870,0.0415,-1.4722
00:00:00.796.203,0.0610,-1.5015
00:00:00.796.536,0.0903,-1.5527
00:00:00.796.869,0.0708,-1.5723
00:00:00.797.202,0.0903,-1.6113
00:00:00.797.535,0.0903,-1.6528
00:00:00.797.868,0.1489,-1.6113
00:00:00.798.201,0.2490,-1.5112
00:00:00.798.534,0.1904,-1.3940
00:00:00.798.867,0.2295,-1.2744
00:00:00.799.200,0.2490,-1.1548
00:00:00.799.533,0.2686,-0.9741
00:00:00.799.866,0.3198,-0.7959
00:00:00.800.199,0.3589,-0.5664
00:00:00.800.532,0.3589,-0.3784
00:00:00.800.865,0.3979,-0.2075
00:00:00.801.198,0.4395,-0.0195
00:00:00.801.531,0.4688,0.1489
00:00:00.801.864,0.4883,0.3003
00:00:00.802.197,0.4785,0.4590
00:00:00.802.530,0.4492,0.5884
00:00:00.802.863,0.4297,0.7178
00:00:00.803.196,0.3589,0.8374
00:00:00.803.529,0.2588,0.9473
00:00:00.803.862,0.2197,1.0547
00:00:00.804.195,0.1709,1.1353
00:00:00.804.528,0.1196,1.2061
00:00:00.804.861,0.0903,1.2939
00:00:00.805.194,0.0610,1.3647
00:00:00.805.527,0.0293,1.4136
00:00:00.805.860,0.0098,1.4526
00:00:00.806.193,0.0000,1.5039
00:00:00.806.526,-0.0098,1.5332
00:00:00.806.859,0.0000,1.5820
00:00:00.807.192,0.0000,1.6138
00:00:00.807.525,-0.0586,1.6333
00:00:00.807.858,-0.0586,1.6138
00:00:00.808.191,-0.0781,1.5039
00:00:00.808.524,-0.1196,1.3940
00:00:00.808.857,-0.1587,1.2646
00:00:00.809.190,-0.1685,1.1157
00:00:00.809.523,-0.1782,0.9473
00:00:00.809.856,-0.2295,0.7666
00:00:00.810.189,-0.2881,0.5591
00:00:00.810.522,-0.2881,0.3687
00:00:00.810.855,-0.3174,0.1904
00:00:00.811.188,-0.3369,0.0195
00:00:00.811.521,-0.3687,-0.1587
00:00:00.811.854,-0.3882,-0.3271
00:00:00.812.187,-0.3589,-0.4663
00:00:00.812.520,-0.3369,-0.5957
00:00:00.812.853,-0.2588,-0.7251
00:00:00.813.186,-0.2173,-0.8545
00:00:00.813.519,-0.1685,-0.9546
00:00:00.813.852,-0.1196,-1.0547
00:00:00.814.185,-0.0586,-1.1353
00:00:00.814.518,-0.0195,-1.2231
00:00:00.814.851,0.0000,-1.2939
00:00:00.815.184,0.0415,-1.3428
00:00:00.815.517,0.0513,-1.4233
00:00:00.815.850,0.0415,-1.4624
00:00:00.816.183,0.0708,-1.5015
00:00:00.816.516,0.0903,-1.5527
00:00:00.816.849,0.1099,-1.5820
00:00:00.817.182,0.1001,-1.6113
00:00:00.817.515,0.1001,-1.6406
00:00:00.817.848,0.1489,-1.6309
00:00:00.818.181,0.1196,-1.5332
00:00:00.818.514,0.2002,-1.4136
00:00:00.818.847,0.2197,-1.2939
00:00:00.819.180,0.2393,-1.1353
00:00:00.819.513,0.2686,-0.9937
00:00:00.819.846,0.3198,-0.8057
00:00:00.820.179,0.3687,-0.5859
00:00:00.820.512,0.3784,-0.3979
00:00:00.820.845,0.4077,-0.2173
00:00:00.821.178,0.4395,-0.0195
00:00:00.821.511,0.4883,0.1392
00:00:00.821.844,0.4785,0.2881
00:00:00.822.177,0.4688,0.4492
00:00:00.822.510,0.4590,0.5786
00:00:00.822.843,0.4175,0.7275
00:00:00.823.176,0.3491,0.8374
00:00:00.823.509,0.2881,0.9473
00:00:00.823.842,0.2197,1.0449
00:00:00.824.175,0.1587,1.1353
00:00:00.824.508,0.1392,1.2256
00:00:00.824.841,0.1099,1.3037
00:00:00.825.174,0.0708,1.3550
00:00:00.825.507,0.0513,1.3940
00:00:00.825.840,0.0098,1.4526
00:00:00.826.173,0.0000,1.5039
00:00:00.826.506,-0.0098,1.5430
00:00:00.826.839,-0.0098,1.5527
00:00:00.827.172,0.0000,1.6040
00:00:00.827.505,-0.0391,1.6333
00:00:00.827.838,-0.0684,1.6235
00:00:00.828.171,-0.0586,1.4941
00:00:00.828.504,-0.1294,1.4038
00:00:00.828.837,-0.1489,1.2744
00:00:00.829.170,-0.1782,1.1255
00:00:00.829.503,-0.1880,0.9863
00:00:00.829.836,-0.2490,0.7861
00:00:00.830.169,-0.2881,0.5688
00:00:00.830.502,-0.2783,0.3784
00:00:00.830.835,-0.3076,0.2100
00:00:00.831.168,-0.3687,0.0098
00:00:00.831.501,-0.3687,-0.1489
00:00:00.831.834,-0.3687,-0.3174
00:00:00.832.167,-0.3784,-0.4663
00:00:00.832.500,-0.3369,-0.5859
00:00:00.832.833,-0.2783,-0.7153
00:00:00.833.166,-0.2075,-0.8545
00:00:00.833.499,-0.1685,-0.9546
00:00:00.833.832,-0.0879,-1.0547
00:00:00.834.165,-0.0586,-1.1353
00:00:00.834.498,-0.0293,-1.2134
00:00:00.834.831,-0.0098,-1.2939
00:00:00.835.164,0.0195,-1.3623
00:00:00.835.497,0.0513,-1.4136
00:00:00.835.830,0.0513,-1.4526
00:00:00.836.163,0.0806,-1.5112
00:00:00.836.496,0.0610,-1.5332
00:00:00.836.829,0.1001,-1.5723
00:00:00.837.162,0.0903,-1.6113
00:00:00.837.495,0.1099,-1.6406
00:00:00.837.828,0.1489,-1.6406
00:00:00.838.161,0.4980,-1.5527
00:00:00.838.494,0.2197,-1.4331
00:00:00.838.827,0.2100,-1.3135
00:00:00.839.160,0.2393,-1.1743
00:00:00.839.493,0.2881,-1.0059
00:00:00.839.826,0.3198,-0.8154
00:00:00.840.159,0.3687,-0.6055
00:00:00.840.492,0.3589,-0.4175
00:00:00.840.825,0.3979,-0.2295
00:00:00.841.158,0.4492,-0.0391
00:00:00.841.491,0.4688,0.1294
00:00:00.841.824,0.4883,0.3003
00:00:00.842.157,0.4785,0.4395
00:00:00.842.490,0.4590,0.5688
00:00:00.842.823,0.4297,0.7178
00:00:00.843.156,0.3491,0.8374
00:00:00.843.489,0.2783,0.9473
00:00:00.843.822,0.2197,1.0449
00:00:00.844.155,0.1709,1.1353
00:00:00.844.488,0.1294,1.2256
00:00:00.844.821,0.0903,1.2939
00:00:00.845.154,0.0610,1.3647
00:00:00.845.487,0.0513,1.4136
00:00:00.845.820,0.0098,1.4526
00:00:00.846.153,0.0000,1.5039
00:00:00.846.486,0.0000,1.5332
00:00:00.846.819,-0.0098,1.5527
00:00:00.847.152,-0.0098,1.5942
00:00:00.847.485,-0.0293,1.6333
00:00:00.847.818,-0.0684,1.6333
00:00:00.848.151,-0.1196,1.5332
00:00:00.848.484,-0.1294,1.4233
00:00:00.848.817,-0.1489,1.2842
00:00:00.849.150,-0.1782,1.1548
00:00:00.849.483,-0.2075,0.9961
00:00:00.849.816,-0.2490,0.8179
00:00:00.850.149,-0.2881,0.5981
00:00:00.850.482,-0.2783,0.4077
00:00:00.850.815,-0.3174,0.2197
00:00:00.851.148,-0.3589,0.0293
00:00:00.851.481,-0.3589,-0.1392
00:00:00.851.814,-0.3784,-0.3076
00:00:00.852.147,-0.3589,-0.4565
00:00:00.852.480,-0.3271,-0.6055
00:00:00.852.813,-0.2881,-0.7251
00:00:00.853.146,-0.2075,-0.8447
00:00:00.853.479,-0.1587,-0.9644
00:00:00.853.812,-0.1099,-1.0645
00:00:00.854.145,-0.0488,-1.1548
00:00:00.854.478,-0.0391,-1.2134
00:00:00.854.811,-0.0098,-1.3135
00:00:00.855.144,0.0195,-1.3623
00:00:00.855.477,0.0293,-1.4331
00:00:00.855.810,0.0610,-1.4722
00:00:00.856.143,0.0806,-1.5112
00:00:00.856.476,0.0708,-1.5430
00:00:00.856.809,0.0903,-1.5723
00:00:00.857.142,0.1001,-1.6211
00:00:00.857.475,0.1099,-1.6626
00:00:00.857.808,0.1392,-1.6528
00:00:00.858.141,0.1904,-1.5723
00:00:00.858.474,0.2100,-1.4722
00:00:00.858.807,0.2393,-1.3428
00:00:00.859.140,0.2588,-1.1938
00:00:00.859.473,0.2881,-1.0547
00:00:00.859.806,0.3198,-0.8447
00:00:00.860.139,0.3491,-0.6470
00:00:00.860.472,0.3687,-0.4272
00:00:00.860.805,0.3979,-0.2490
00:00:00.861.138,0.4492,-0.0586
00:00:00.861.471,0.4688,0.1099
00:00:00.861.804,0.4785,0.2783
00:00:00.862.137,0.4688,0.4297
00:00:00.862.470,0.4492,0.5591
00:00:00.862.803,0.4077,0.7080
00:00:00.863.136,0.3589,0.8374
00:00:00.863.469,0.2881,0.9351
00:00:00.863.802,0.2295,1.0352
00:00:00.864.135,0.1904,1.1353
00:00:00.864.468,0.1294,1.2256
00:00:00.864.801,0.1099,1.2744
00:00:00.865.134,0.0708,1.3452
00:00:00.865.467,0.0415,1.4136
00:00:00.865.800,0.0098,1.4429
00:00:00.866.133,0.0000,1.4844
00:00:00.866.466,-0.0098,1.5332
00:00:00.866.799,-0.0195,1.5723
00:00:00.867.132,-0.0293,1.5942
00:00:00.867.465,-0.0391,1.6235
00:00:00.867.798,-0.0781,1.6138
00:00:00.868.131,-0.4175,1.5430
00:00:00.868.464,-0.1294,1.4136
00:00:00.868.797,-0.1489,1.3135
00:00:00.869.130,-0.1782,1.1743
00:00:00.869.463,-0.1978,0.9961
00:00:00.869.796,-0.2490,0.8374
00:00:00.870.129,-0.2686,0.6177
00:00:00.870.462,-0.2881,0.4077
00:00:00.870.795,-0.3174,0.2393
00:00:00.871.128,-0.3467,0.0610
00:00:00.871.461,-0.3687,-0.1196
00:00:00.871.794,-0.3882,-0.2783
00:00:00.872.127,-0.3882,-0.4272
00:00:00.872.460,-0.3369,-0.5664
00:00:00.872.793,-0.2881,-0.7056
00:00:00.873.126,-0.2295,-0.8447
00:00:00.873.459,-0.1489,-0.9448
00:00:00.873.792,-0.1196,-1.0449
00:00:00.874.125,-0.0586,-1.1450
00:00:00.874.458,-0.0195,-1.2231
00:00:00.874.791,0.0000,-1.2939
00:00:00.875.124,0.0098,-1.3721
00:00:00.875.457,0.0293,-1.4233
00:00:00.875.790,0.0513,-1.4624
00:00:00.876.123,0.0708,-1.5234
00:00:00.876.456,0.0806,-1.5430
00:00:00.876.789,0.1196,-1.5723
00:00:00.877.122,0.1001,-1.6113
00:00:00.877.455,0.1001,-1.6406
00:00:00.877.788,0.1099,-1.6309
00:00:00.878.121,0.1807,-1.5625
00:00:00.878.454,0.2100,-1.4526
00:00:00.878.787,0.2197,-1.3330
00:00:00.879.120,0.2393,-1.1841
00:00:00.879.453,0.2686,-1.0352
00:00:00.879.786,0.3003,-0.8545
00:00:00.880.119,0.3589,-0.6372
00:00:00.880.452,0.3687,-0.4370
00:00:00.880.785,0.3882,-0.2490
00:00:00.881.118,0.4395,-0.0684
00:00:00.881.451,0.4785,0.1099
00:00:00.881.784,0.4785,0.2588
00:00:00.882.117,0.4688,0.4297
00:00:00.882.450,0.4590,0.5591
00:00:00.882.783,0.4297,0.6885
00:00:00.883.116,0.3687,0.8276
00:00:00.883.449,0.2881,0.9351
00:00:00.883.782,0.2393,1.0156
00:00:00.884.115,0.2002,1.1157
00:00:00.884.448,0.1587,1.2061
00:00:00.884.781,0.1001,1.2744
00:00:00.885.114,0.0806,1.3452
00:00:00.885.447,0.0293,1.4038
00:00:00.885.780,0.0293,1.4526
00:00:00.886.113,0.0098,1.4844
00:00:00.886.446,-0.0195,1.5234
00:00:00.886.779,-0.0293,1.5625
00:00:00.887.112,-0.0195,1.6040
00:00:00.887.445,-0.0488,1.6138
00:00:00.887.778,-0.0879,1.6528
00:00:00.888.111,-0.1196,1.5625
00:00:00.888.444,-0.1294,1.4429
00:00:00.888.777,-0.1587,1.3135
00:00:00.889.110,-0.1685,1.1841
00:00:00.889.443,-0.1782,1.0254
