time,ch0,ch1
00:00:01.334.665,-0.0293,-1.2646
00:00:01.334.998,0.0098,-1.3428
00:00:01.335.331,0.0513,-1.4136
00:00:01.335.664,0.0610,-1.4624
00:00:01.335.997,0.0708,-1.5015
00:00:01.336.330,0.1001,-1.5430
00:00:01.336.663,0.1099,-1.5820
00:00:01.336.996,0.1001,-1.6309
00:00:01.337.329,0.1001,-1.7017
00:00:01.337.662,0.1196,-1.7310
00:00:01.337.995,0.2100,-1.7407
00:00:01.338.328,0.2393,-1.6309
00:00:01.338.661,0.2588,-1.5015
00:00:01.338.994,0.2783,-1.3525
00:00:01.339.327,0.2783,-1.2036
00:00:01.339.660,0.3003,-1.0352
00:00:01.339.993,0.3491,-0.8154
00:00:01.340.326,0.3687,-0.5762
00:00:01.340.659,0.3784,-0.3784
00:00:01.340.992,0.4297,-0.1978
00:00:01.341.325,0.4492,-0.0098
00:00:01.341.658,0.4688,0.1709
00:00:01.341.991,0.4785,0.3491
00:00:01.342.324,0.4492,0.4980
00:00:01.342.657,0.4297,0.6470
00:00:01.342.990,0.3784,0.7666
00:00:01.343.323,0.3101,0.8960
00:00:01.343.656,0.2490,0.9961
00:00:01.343.989,0.1807,1.1060
00:00:01.344.322,0.1294,1.1841
00:00:01.344.655,0.0903,1.2646
00:00:01.344.988,0.0610,1.3354
00:00:01.345.321,0.0513,1.3940
00:00:01.345.654,0.0098,1.4331
00:00:01.345.987,0.0000,1.4746
00:00:01.346.320,-0.0195,1.5234
00:00:01.346.653,-0.0195,1.5625
00:00:01.346.986,-0.0293,1.6040
00:00:01.347.319,-0.0195,1.6626
00:00:01.347.652,-0.0781,1.7017
00:00:01.347.985,-0.0781,1.6821
00:00:01.348.318,-0.1099,1.5527
00:00:01.348.651,-0.1880,1.4331
00:00:01.348.984,-0.1782,1.3135
00:00:01.349.317,-0.2075,1.1450
00:00:01.349.650,-0.2393,1.0059
00:00:01.349.983,-0.2588,0.7861
00:00:01.350.316,-0.3271,0.5688
00:00:01.350.649,-0.3174,0.3687
00:00:01.350.982,-0.3369,0.1904
00:00:01.351.315,-0.3882,0.0000
00:00:01.351.648,-0.3784,-0.1880
00:00:01.351.981,-0.3882,-0.3369
00:00:01.352.314,-0.3687,-0.4980
00:00:01.352.647,-0.3271,-0.6470
00:00:01.352.980,-0.2686,-0.7764
00:00:01.353.313,-0.2075,-0.8765
00:00:01.353.646,-0.1685,-0.9937
00:00:01.353.979,-0.1001,-1.0938
00:00:01.354.312,-0.0391,-1.2036
00:00:01.354.645,0.0000,-1.2842
00:00:01.354.978,0.0098,-1.3525
00:00:01.355.311,0.0415,-1.4136
00:00:01.355.644,0.0513,-1.4429
00:00:01.355.977,0.0513,-1.4917
00:00:01.356.310,0.0708,-1.5430
00:00:01.356.643,0.0806,-1.5723
00:00:01.356.976,0.0806,-1.6016
00:00:01.357.309,0.0903,-1.6724
00:00:01.357.642,0.1099,-1.6821
00:00:01.357.975,0.1587,-1.6821
00:00:01.358.308,0.1489,-1.5527
00:00:01.358.641,0.2002,-1.4331
00:00:01.358.974,0.2295,-1.3037
00:00:01.359.307,0.2588,-1.1548
00:00:01.359.640,0.2783,-1.0059
00:00:01.359.973,0.3296,-0.8057
00:00:01.360.306,0.3589,-0.5859
00:00:01.360.639,0.3784,-0.3979
00:00:01.360.972,0.4077,-0.2173
00:00:01.361.305,0.4395,-0.0293
00:00:01.361.638,0.4688,0.1392
00:00:01.361.971,0.4688,0.3198
00:00:01.362.304,0.4688,0.4590
00:00:01.362.637,0.4590,0.5981
00:00:01.362.970,0.3979,0.7275
00:00:01.363.303,0.3491,0.8472
00:00:01.363.636,0.2588,0.9570
00:00:01.363.969,0.2197,1.0449
00:00:01.364.302,0.1392,1.1548
00:00:01.364.635,0.1196,1.2256
00:00:01.364.968,0.0708,1.2939
00:00:01.365.301,0.0610,1.3550
00:00:01.365.634,0.0195,1.4038
00:00:01.365.967,0.0098,1.4429
00:00:01.366.300,0.0000,1.5039
00:00:01.366.633,-0.0098,1.5332
00:00:01.366.966,-0.0195,1.5942
00:00:01.367.299,-0.0391,1.6528
00:00:01.367.632,-0.0684,1.6724
00:00:01.367.965,-0.0781,1.6626
00:00:01.368.298,-0.2173,1.5430
00:00:01.368.631,-0.1392,1.4331
00:00:01.368.964,-0.1782,1.2939
00:00:01.369.297,-0.1978,1.1548
00:00:01.369.630,-0.2295,0.9961
00:00:01.369.963,-0.2783,0.7959
00:00:01.370.296,-0.3174,0.5884
00:00:01.370.629,-0.3076,0.3687
00:00:01.370.962,-0.3369,0.2002
00:00:01.371.295,-0.3784,0.0195
00:00:01.371.628,-0.3979,-0.1685
00:00:01.371.961,-0.3979,-0.3369
00:00:01.372.294,-0.3784,-0.4761
00:00:01.372.627,-0.3271,-0.6177
00:00:01.372.960,-0.2783,-0.7666
00:00:01.373.293,-0.1978,-0.8862
00:00:01.373.626,-0.1489,-0.9741
00:00:01.373.959,-0.1196,-1.0840
00:00:01.374.292,-0.0684,-1.1646
00:00:01.374.625,0.0000,-1.2524
00:00:01.374.958,0.0195,-1.3135
00:00:01.375.291,0.0000,-1.3818
00:00:01.375.624,0.0610,-1.4331
00:00:01.375.957,0.0610,-1.4917
00:00:01.376.290,0.0708,-1.5430
00:00:01.376.623,0.0806,-1.5820
00:00:01.376.956,0.1001,-1.6016
00:00:01.377.289,0.1099,-1.6528
00:00:01.377.622,0.0903,-1.7017
00:00:01.377.955,0.1709,-1.6821
00:00:01.378.288,0.4883,-1.5723
00:00:01.378.621,0.2197,-1.4624
00:00:01.378.954,0.2295,-1.3232
00:00:01.379.287,0.2783,-1.1841
00:00:01.379.620,0.2881,-1.0156
00:00:01.379.953,0.3003,-0.8252
00:00:01.380.286,0.3784,-0.5859
00:00:01.380.619,0.3687,-0.4077
00:00:01.380.952,0.4175,-0.2295
00:00:01.381.285,0.4395,-0.0488
00:00:01.381.618,0.4590,0.1294
00:00:01.381.951,0.4883,0.3101
00:00:01.382.284,0.4688,0.4395
00:00:01.382.617,0.4590,0.5884
00:00:01.382.950,0.3882,0.7178
00:00:01.383.283,0.3394,0.8374
00:00:01.383.616,0.2686,0.9570
00:00:01.383.949,0.2197,1.0547
00:00:01.384.282,0.1587,1.1450
00:00:01.384.615,0.1196,1.2158
00:00:01.384.948,0.0903,1.2842
00:00:01.385.281,0.0513,1.3452
00:00:01.385.614,0.0293,1.3940
00:00:01.385.947,0.0098,1.4648
00:00:01.386.280,0.0000,1.4941
00:00:01.386.613,-0.0293,1.5430
00:00:01.386.946,-0.0195,1.5942
00:00:01.387.279,-0.0391,1.6431
00:00:01.387.612,-0.0488,1.7114
00:00:01.387.945,-0.1099,1.7529
00:00:01.388.278,-0.1489,1.6138
00:00:01.388.611,-0.1587,1.4746
00:00:01.388.944,-0.1880,1.3550
00:00:01.389.277,-0.1978,1.2061
00:00:01.389.610,-0.2295,1.0352
00:00:01.389.943,-0.2783,0.8472
00:00:01.390.276,-0.3174,0.6177
00:00:01.390.609,-0.3076,0.4077
00:00:01.390.942,-0.3369,0.2197
00:00:01.391.275,-0.3882,0.0293
00:00:01.391.608,-0.3979,-0.1685
00:00:01.391.941,-0.4077,-0.3271
00:00:01.392.274,-0.3979,-0.4761
00:00:01.392.607,-0.3174,-0.6372
00:00:01.392.940,-0.2686,-0.7666
00:00:01.393.273,-0.1880,-0.9058
00:00:01.393.606,-0.1392,-1.0156
00:00:01.393.939,-0.1001,-1.1230
00:00:01.394.272,-0.0391,-1.2134
00:00:01.394.605,-0.0098,-1.2744
00:00:01.394.938,0.0000,-1.3232
00:00:01.395.271,0.0293,-1.3818
00:00:01.395.604,0.0293,-1.4331
00:00:01.395.937,0.0610,-1.4819
00:00:01.396.270,0.0610,-1.5430
00:00:01.396.603,0.1099,-1.5820
00:00:01.396.936,0.0903,-1.6113
00:00:01.397.269,0.1001,-1.6626
00:00:01.397.602,0.1196,-1.7407
00:00:01.397.935,0.1489,-1.7310
00:00:01.398.268,0.5591,-1.6626
00:00:01.398.601,0.2490,-1.5112
00:00:01.398.934,0.2393,-1.3940
00:00:01.399.267,0.2783,-1.2231
00:00:01.399.600,0.2881,-1.0645
00:00:01.399.933,0.3296,-0.8765
00:00:01.400.266,0.3784,-0.6372
00:00:01.400.599,0.3979,-0.4370
00:00:01.400.932,0.4175,-0.2588
00:00:01.401.265,0.4492,-0.0488
00:00:01.401.598,0.4492,0.1392
00:00:01.401.931,0.4883,0.3101
00:00:01.402.264,0.4688,0.4688
00:00:01.402.597,0.4395,0.6079
00:00:01.402.930,0.4077,0.7373
00:00:01.403.263,0.3394,0.8667
00:00:01.403.596,0.2393,0.9766
00:00:01.403.929,0.2100,1.0864
00:00:01.404.262,0.1587,1.1548
00:00:01.404.595,0.1294,1.2354
00:00:01.404.928,0.1001,1.3135
00:00:01.405.261,0.0708,1.3647
00:00:01.405.594,0.0415,1.4136
00:00:01.405.927,0.0098,1.4648
00:00:01.406.260,-0.0098,1.5039
00:00:01.406.593,-0.0293,1.5430
00:00:01.406.926,-0.0098,1.5942
00:00:01.407.259,-0.0195,1.6724
00:00:01.407.592,-0.0488,1.7017
00:00:01.407.925,-0.0879,1.6821
00:00:01.408.258,-0.4370,1.5942
00:00:01.408.591,-0.1587,1.4941
00:00:01.408.924,-0.1782,1.3452
